SCHEDULED_DEPARTURE,carrier,DEPARTURE_TIME,dest,distance,flightnumber,origin,weather,dayweek,daymonth,tailnu,delay,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,delaytimeweatherbad,delaytimeweathergood,YEAR,MONTH,DAY,DATE
721,MQ,1247,LGA,214,4964,DCA,0,6,17,N727MQ,ontime,-9,50,50,35,811,805,-6,162.59,13.22,2015,2,7,1/1/2006
723,UA,849,LGA,229,846,IAD,0,6,17,N507UA,ontime,-7,116,116,90,1019,1006,-13,162.66,13.26,2015,2,7,2/1/2006
723,US,654,LGA,214,2160,DCA,0,6,17,N736UW,ontime,-4,67,67,40,830,838,8,163.04,13.2774,2015,2,7,3/1/2006
724,US,859,LGA,214,2164,DCA,0,6,17,N748UW,ontime,12,232,232,197,1016,1020,4,162.8695,13.32,2015,2,7,4/1/2006
725,US,1100,LGA,214,2168,DCA,0,6,17,N736UW,ontime,3,310,310,270,1435,1422,-13,162.96,13.32,2015,2,7,5/1/2006
725,US,1259,LGA,214,2172,DCA,0,6,17,N748UW,ontime,-1,103,103,62,908,859,-9,162.86,13.18,2015,2,7,6/1/2006
725,US,1456,LGA,214,2176,DCA,0,6,17,N736UW,ontime,40,248,248,196,1333,1338,5,162.83,13.205,2015,2,7,7/1/2006
725,US,1658,LGA,214,2180,DCA,0,6,17,N748UW,ontime,13,174,174,136,1119,1116,-3,162.55,13.12,2015,2,8,8/1/2006
725,US,1854,LGA,214,2184,DCA,0,6,17,N736UW,ontime,-4,119,119,77,1024,1013,-11,162.31,12.99,2015,2,8,9/1/2006
725,RU,1717,EWR,169,3372,BWI,0,6,17,N15926,ontime,5,280,280,256,1005,1001,-4,162.61,13.028,2015,2,8,10/1/2006
725,RU,1445,EWR,169,2229,BWI,0,6,17,N14933,ontime,-7,165,165,131,1210,1155,-15,162.39,13.0289,2015,2,8,11/1/2006
725,RU,1028,EWR,169,2303,BWI,0,6,17,N14942,ontime,-3,115,115,90,920,909,-11,162.54,13.065,2015,2,8,12/1/2006
725,RU,658,EWR,169,2703,BWI,0,6,17,N14991,ontime,-4,140,140,124,845,839,-6,162.52,13.0158,2015,2,8,1/1/2007
725,CO,1258,EWR,199,808,DCA,0,6,17,N37615,ontime,0,170,170,138,1015,959,-16,162.7025,13.0592,2015,2,8,2/1/2007
725,DH,835,EWR,213,7299,IAD,0,6,17,N696BR,ontime,-1,125,125,99,930,922,-8,162.92,13.1162,2015,2,8,3/1/2007
725,DH,1700,EWR,213,7302,IAD,0,6,17,N652BR,ontime,-4,135,135,110,940,928,-12,163.07,13.12,2015,2,8,4/1/2007
725,DH,1240,EWR,213,7303,IAD,0,6,17,N652BR,ontime,2,189,189,145,1034,1005,-29,163.09,13.1135,2015,2,8,5/1/2007
725,DH,2119,EWR,213,7304,IAD,0,6,17,N652BR,delayed,0,274,274,252,959,955,-4,163.07,13.147,2015,2,8,6/1/2007
725,RU,658,EWR,213,2855,IAD,0,6,17,N29906,ontime,-5,277,277,259,1002,1014,12,163.05,13.07,2015,2,8,7/1/2007
725,RU,1601,EWR,199,2361,DCA,0,6,17,N16987,ontime,0,255,255,226,1340,1338,-2,163.17,13.06,2015,2,8,8/1/2007
725,RU,1727,EWR,199,2097,DCA,0,6,17,N14562,ontime,14,110,110,74,1015,1032,17,163.25,13.075,2015,2,8,9/1/2007
725,RU,1351,EWR,199,2216,DCA,0,6,17,N14950,ontime,11,165,165,145,1210,1232,22,163.05,13.016,2015,2,8,10/1/2007
725,RU,1457,EWR,213,2156,IAD,0,6,17,N24103,ontime,-8,330,330,304,955,948,-7,162.98,13.025,2015,2,8,11/1/2007
725,RU,924,EWR,199,2582,DCA,0,6,17,N26549,ontime,2,70,70,48,835,835,0,163,12.995,2015,2,8,12/1/2007
725,RU,1655,EWR,213,2497,IAD,0,6,17,N21144,ontime,-1,135,135,113,940,950,10,162.87,12.9499,2015,2,8,1/1/2008
725,RU,641,EWR,199,2761,DCA,0,6,17,N21537,ontime,-1,124,124,82,929,904,-25,163.0599,12.977,2015,2,8,2/1/2008
725,OH,1455,JFK,184,5935,BWI,0,7,18,N712CA,ontime,-2,141,141,116,946,1000,14,163.1,12.9601,2015,2,8,3/1/2008
725,DH,1659,JFK,213,6155,DCA,0,7,18,N404FJ,delayed,0,166,166,144,1111,1117,6,163.2053,12.98,2015,2,8,4/1/2008
725,DH,1302,LGA,229,7208,IAD,0,7,18,N675BR,ontime,6,202,202,154,1047,1034,-13,163.32,12.96,2015,2,8,5/1/2008
725,DH,1526,LGA,229,7211,IAD,0,7,18,N661BR,delayed,5,231,231,209,1016,1025,9,163.27,12.92,2015,2,8,6/1/2008
725,DH,1802,LGA,229,7215,IAD,0,7,18,N647BR,delayed,-3,121,121,83,1026,1002,-24,163.42,12.915,2015,2,8,7/1/2008
725,DH,2110,LGA,229,7684,IAD,0,7,18,N632BR,ontime,-2,135,135,105,940,939,-1,163.3,12.939,2015,2,9,8/1/2008
725,DH,833,JFK,228,7800,IAD,0,7,18,N686BR,ontime,29,150,150,141,1055,1157,62,163.29,12.9148,2015,2,9,9/1/2008
725,DH,1249,JFK,228,7806,IAD,0,7,18,N663BR,ontime,3,80,80,382,845,900,23,163.265,12.831,2015,2,9,10/1/2008
725,DH,1539,JFK,228,7808,IAD,0,7,18,N308UE,delayed,-1,110,110,81,915,902,-13,163.18,12.839,2015,2,9,11/1/2008
725,DH,1646,JFK,228,7810,IAD,0,7,18,N315UE,ontime,-2,150,150,126,955,946,-9,163.1897,12.8626,2015,2,9,12/1/2008
725,DH,1709,JFK,228,7812,IAD,0,7,18,N333UE,delayed,-4,75,75,30,840,813,-27,163.035,12.88,2015,2,9,1/1/2009
725,DH,2111,JFK,228,7814,IAD,0,7,18,N678BR,ontime,3,85,85,382,850,870,26,162.97,12.96,2015,2,9,2/1/2009
725,DH,1706,JFK,228,7816,IAD,0,7,18,N332UE,delayed,-7,73,73,48,838,820,-18,162.76,12.985,2015,2,9,3/1/2009
725,DL,1555,JFK,213,746,DCA,0,7,18,N928DL,delayed,4,185,185,156,930,926,-4,162.59,12.93,2015,2,9,4/1/2009
725,DL,830,LGA,214,1744,DCA,0,7,18,N223DZ,ontime,-6,277,277,247,1002,950,-12,162.61,12.934,2015,2,9,5/1/2009
725,DL,1029,LGA,214,1748,DCA,0,7,18,N242DL,ontime,15,125,125,80,830,853,23,162.52,12.955,2015,2,9,6/1/2009
725,DL,1230,LGA,214,1752,DCA,0,7,18,N223DZ,delayed,-2,47,47,31,812,828,16,162.76,13.005,2015,2,9,7/1/2009
725,DL,1430,LGA,214,1756,DCA,0,7,18,N242DL,ontime,-5,176,176,154,1121,1117,-4,162.81,12.985,2015,2,9,8/1/2009
725,DL,1632,LGA,214,1760,DCA,0,7,18,N223DZ,ontime,-12,120,120,87,925,940,15,162.75,12.985,2015,2,9,9/1/2009
726,DL,1843,LGA,214,1764,DCA,0,7,18,N242DL,delayed,0,147,147,121,953,943,-10,162.73,12.99,2015,2,9,10/1/2009
726,DL,2029,LGA,214,1768,DCA,0,7,18,N223DZ,ontime,6,37,37,24,803,814,11,162.69,12.97,2015,2,9,11/1/2009
727,MQ,1549,JFK,213,4752,DCA,0,7,18,N712MQ,delayed,2,211,211,160,1158,1130,-28,162.65,12.9201,2015,2,9,12/1/2009
727,MQ,552,JFK,213,4760,DCA,0,7,18,N731MQ,delayed,0,138,138,105,1045,1033,-12,162.65,12.945,2015,2,9,1/1/2010
727,MQ,919,JFK,213,4771,DCA,0,7,18,N719MQ,ontime,-7,75,75,52,842,829,-13,162.7,12.98,2015,2,9,2/1/2010
727,MQ,2023,JFK,213,4784,DCA,0,7,18,N737MQ,delayed,-8,113,113,74,920,912,-8,162.82,13,2015,2,9,3/1/2010
728,MQ,1330,LGA,214,4964,DCA,0,7,18,N719MQ,delayed,-5,151,151,135,959,1004,5,163,13.01,2015,2,9,4/1/2010
728,MQ,1540,LGA,214,4968,DCA,0,7,18,N703MQ,delayed,-5,92,92,45,900,827,-33,162.9,13.0474,2015,2,9,5/1/2010
729,MQ,1818,LGA,214,4972,DCA,0,7,18,N725MQ,delayed,-1,234,234,189,923,908,-15,162.86,13.02,2015,2,9,6/1/2010
729,MQ,2004,LGA,214,4976,DCA,0,7,18,N732MQ,delayed,11,243,243,221,1032,1041,9,162.7306,12.995,2015,2,9,7/1/2010
729,UA,848,LGA,229,846,IAD,0,7,18,N579UA,ontime,12,335,335,300,1004,1013,9,162.78,12.99,2015,2,9,8/1/2010
729,US,858,LGA,214,2164,DCA,0,7,18,N744UW,ontime,-4,177,177,140,1026,1028,2,162.81,12.9956,2015,2,9,9/1/2010
729,US,954,LGA,214,2166,DCA,0,7,18,N763UW,ontime,-7,185,185,158,1034,1025,-9,162.77,13.0399,2015,2,9,10/1/2010
729,US,1102,LGA,214,2168,DCA,0,7,18,N755UW,ontime,7,235,235,199,1024,1031,7,162.76,13.0501,2015,2,9,11/1/2010
730,US,1159,LGA,214,2170,DCA,0,7,18,N736UW,ontime,-3,282,282,276,1012,1037,25,162.58,13.05,2015,2,9,12/1/2010
730,US,1257,LGA,214,2172,DCA,0,7,18,N744UW,delayed,-4,95,95,66,905,858,-7,162.65,13.058,2015,2,9,1/1/2011
730,US,1356,LGA,214,2174,DCA,0,7,18,N763UW,ontime,-2,231,231,179,1321,1302,-19,162.41,12.995,2015,2,9,2/1/2011
730,US,1555,LGA,214,2178,DCA,0,7,18,N736UW,delayed,-2,320,320,268,1550,1512,-38,162.43,13.015,2015,2,9,3/1/2011
730,US,1757,LGA,214,2182,DCA,0,7,18,N763UW,ontime,-8,65,65,45,835,821,-14,162.4,13.0508,2015,2,9,4/1/2011
730,US,1855,LGA,214,2184,DCA,0,7,18,N755UW,ontime,2,320,320,295,950,947,-3,162.44,13.08,2015,2,9,5/1/2011
730,US,1957,LGA,214,2186,DCA,0,7,18,N736UW,ontime,-2,170,170,151,920,917,-3,162.36,13.06,2015,2,10,6/1/2011
730,US,2055,LGA,214,2188,DCA,0,7,18,N744UW,ontime,-3,155,155,118,905,847,-18,162.39,13.1,2015,2,10,7/1/2011
730,RU,1057,EWR,169,2303,BWI,1,7,18,N17984,delayed,-1,142,142,115,852,840,-12,162.33,13.13,2015,2,10,8/1/2011
730,RU,1314,EWR,169,2703,BWI,0,7,18,N15980,delayed,2,221,221,203,1011,1012,1,162.315,13.1599,2015,2,10,9/1/2011
730,RU,1528,EWR,169,2403,BWI,0,7,18,N16501,delayed,-3,220,220,174,1010,950,-20,162.3,13.18,2015,2,10,10/1/2011
730,CO,1258,EWR,199,1767,DCA,0,7,18,N14629,ontime,-2,215,215,194,1005,1004,-1,162.35,13.18,2015,2,10,11/1/2011
730,CO,1754,EWR,199,810,DCA,0,7,18,N37615,delayed,-7,85,85,49,855,900,5,162.38,13.155,2015,2,10,1/1/1991
730,CO,1959,EWR,199,816,DCA,0,7,18,N16650,delayed,4,70,70,44,840,839,-1,162.45,13.185,2015,2,10,2/1/1991
730,DH,834,EWR,213,7299,IAD,0,7,18,N650BR,ontime,-1,250,250,224,1040,1036,-4,162.5,13.195,2015,2,10,3/1/1991
730,DH,1900,EWR,213,7302,IAD,0,7,18,N626BR,delayed,-5,80,80,46,850,835,-15,162.43,13.17,2015,2,10,4/1/1991
730,DH,1246,EWR,213,7303,IAD,0,7,18,N640BR,delayed,33,90,90,63,900,933,33,162.34,13.1799,2015,2,10,5/1/1991
730,DH,2117,EWR,213,7304,IAD,0,7,18,N701BR,ontime,1,180,180,147,1030,1018,-12,162.38,13.16,2015,2,10,6/1/1991
730,RU,1630,EWR,213,2156,IAD,0,7,18,N13124,delayed,-6,62,62,36,832,823,-9,162.46,13.2,2015,2,10,7/1/1991
730,RU,1622,EWR,199,2216,DCA,0,7,18,N14558,delayed,205,175,175,148,825,1155,210,162.49,13.1667,2015,2,10,8/1/1991
730,RU,841,EWR,213,2254,IAD,0,7,18,N13929,ontime,-4,217,217,174,1107,1042,-25,162.4774,13.175,2015,2,10,9/1/1991
730,RU,925,EWR,199,2582,DCA,0,7,18,N27962,ontime,13,179,179,166,1029,1051,22,162.44,13.1596,2015,2,10,10/1/1991
730,OH,1455,JFK,184,5935,BWI,0,1,19,N975CA,ontime,-8,233,233,189,1223,1209,-14,162.44,13.145,2015,2,10,11/1/1991
730,DH,1636,JFK,213,6155,DCA,0,1,19,N415FJ,ontime,-1,164,164,142,1014,1008,-6,162.4,13.135,2015,2,10,12/1/1991
730,DH,1303,LGA,229,7208,IAD,0,1,19,N647BR,ontime,-3,88,88,52,858,843,-15,162.4238,13.16,2015,2,10,1/1/1992
730,DH,1445,LGA,229,7211,IAD,0,1,19,N671BR,ontime,-3,126,126,82,1036,1044,8,162.5,13.1845,2015,2,10,2/1/1992
730,DH,1709,LGA,229,7215,IAD,0,1,19,N648BR,ontime,-4,252,252,214,1442,1423,-19,162.43,13.175,2015,2,10,3/1/1992
730,DH,10,LGA,229,7684,IAD,0,1,19,N627BR,delayed,-9,73,73,41,943,920,-23,162.4639,13.22,2015,2,10,4/1/1992
730,DH,847,LGA,229,7790,IAD,0,1,19,N626BR,delayed,-2,235,235,193,1425,1408,-17,162.4001,13.2122,2015,2,10,5/1/1992
730,DH,1035,LGA,229,7792,IAD,0,1,19,N671BR,ontime,-1,158,158,109,1108,1036,-32,162.42,13.207,2015,2,10,6/1/1992
730,DH,833,JFK,228,7800,IAD,0,1,19,N632BR,ontime,-1,116,116,80,926,918,-8,162.39,13.2101,2015,2,10,7/1/1992
730,DH,1237,JFK,228,7806,IAD,0,1,19,N691BR,ontime,-2,92,92,50,902,842,-20,162.39,13.17,2015,2,10,8/1/1992
730,DH,1454,JFK,228,7808,IAD,0,1,19,N333UE,ontime,-3,158,158,116,1108,1043,-25,162.54,13.18,2015,2,10,9/1/1992
730,DH,1641,JFK,228,7810,IAD,0,1,19,N327UE,ontime,-8,296,296,255,1026,1004,-22,162.54,13.17,2015,2,11,10/1/1992
730,DH,1710,JFK,228,7812,IAD,0,1,19,N331UE,ontime,-1,77,77,46,847,837,-10,162.58,13.1633,2015,2,11,11/1/1992
730,DH,2121,JFK,228,7814,IAD,0,1,19,N625BR,ontime,-6,229,229,167,1319,1249,-30,162.68,13.1692,2015,2,11,12/1/1992
730,DH,1603,JFK,228,7816,IAD,0,1,19,N328UE,ontime,-4,199,199,171,1049,1033,-16,162.69,13.16,2015,2,11,1/1/1993
730,DL,1506,JFK,213,746,DCA,0,1,19,N910DL,delayed,-2,154,154,139,904,917,13,162.6472,13.185,2015,2,11,2/1/1993
730,DL,731,LGA,214,1742,DCA,0,1,19,N242DL,ontime,-1,97,97,67,907,917,10,162.68,13.12,2015,2,11,3/1/1993
730,DL,842,LGA,214,1744,DCA,0,1,19,N223DZ,ontime,-7,70,70,41,840,830,-10,162.68,13.14,2015,2,11,4/1/1993
730,DL,1029,LGA,214,1748,DCA,0,1,19,N231DN,ontime,-6,140,140,118,850,845,-5,162.69,13.13,2015,2,11,5/1/1993
730,DL,1231,LGA,214,1752,DCA,0,1,19,N223DZ,ontime,65,110,110,82,1020,1121,61,162.64,13.125,2015,2,11,6/1/1993
730,DL,1431,LGA,214,1756,DCA,0,1,19,N231DN,ontime,8,200,200,382,950,970,30,162.68,13.125,2015,2,11,7/1/1993
730,DL,1530,LGA,214,1758,DCA,0,1,19,N224DA,ontime,-9,43,43,25,813,759,-14,162.83,13.14,2015,2,11,8/1/1993
730,DL,1630,LGA,214,1760,DCA,0,1,19,N223DZ,ontime,4,95,95,382,905,880,-13,163.015,13.16,2015,2,11,9/1/1993
730,DL,1829,LGA,214,1764,DCA,0,1,19,N231DN,ontime,44,110,110,64,920,955,35,162.922,13.1392,2015,2,11,10/1/1993
730,DL,1930,LGA,214,1766,DCA,0,1,19,N224DA,ontime,-3,135,135,106,945,945,0,162.83,13.135,2015,2,11,11/1/1993
730,DL,2029,LGA,214,1768,DCA,0,1,19,N223DZ,ontime,-8,75,75,32,845,819,-26,162.9,13.116,2015,2,12,12/1/1993
730,MQ,1536,JFK,213,4752,DCA,0,1,19,N718MQ,ontime,8,83,83,382,853,833,-20,162.91,13.12,2015,2,12,1/1/1994
730,MQ,553,JFK,213,4760,DCA,0,1,19,N736MQ,ontime,2,58,58,382,828,800,-18,162.94,13.105,2015,2,12,2/1/1994
730,MQ,1846,JFK,213,4784,DCA,0,1,19,N723MQ,delayed,3,113,113,382,1023,1000,-11,162.95,13.1299,2015,2,12,3/1/1994
730,MQ,758,LGA,214,4952,DCA,0,1,19,N739MQ,delayed,100,110,110,47,920,1027,67,162.88,13.085,2015,2,12,4/1/1994
730,MQ,822,LGA,214,4954,DCA,0,1,19,N717MQ,delayed,5,192,192,163,942,942,0,162.951,13.0642,2015,2,12,5/1/1994
730,MQ,858,LGA,214,4956,DCA,0,1,19,N718MQ,ontime,1,178,178,164,1028,1036,8,162.95,13.035,2015,2,12,6/1/1994
730,MQ,1100,LGA,214,4960,DCA,0,1,19,N722MQ,ontime,-3,151,151,122,1001,949,-12,162.94,13.03,2015,2,12,7/1/1994
730,MQ,1253,LGA,214,4964,DCA,0,1,19,N739MQ,ontime,9,130,130,99,940,951,11,162.9,13.04,2015,2,12,8/1/1994
730,MQ,1356,LGA,214,4966,DCA,0,1,19,N719MQ,ontime,0,95,95,57,905,907,2,162.99,13.059,2015,2,12,9/1/1994
730,MQ,1534,LGA,214,4968,DCA,0,1,19,N723MQ,delayed,1,167,167,122,917,907,-10,162.98,13.0699,2015,2,12,10/1/1994
730,MQ,1559,LGA,214,4970,DCA,0,1,19,N841MQ,ontime,21,48,48,29,818,840,22,163.026,13.0799,2015,2,12,11/1/1994
730,MQ,1717,LGA,214,4972,DCA,0,1,19,N728MQ,ontime,-1,260,260,201,950,932,-18,163.1,13.065,2015,2,12,12/1/1994
730,MQ,1937,LGA,214,4976,DCA,0,1,19,N704MQ,delayed,0,249,249,204,939,937,-2,162.9201,13.06,2015,2,12,1/1/1995
730,UA,846,LGA,229,846,IAD,0,1,19,N565UA,ontime,-1,96,96,64,906,915,9,162.98,13.06,2015,2,12,2/1/1995
730,US,627,LGA,214,1479,DCA,0,1,19,N753UW,ontime,-8,82,82,52,852,845,-7,163.01,13.06,2015,2,13,3/1/1995
731,US,656,LGA,214,2160,DCA,0,1,19,N767UW,ontime,-7,179,179,144,1030,1003,-27,163.07,13.0592,2015,2,13,4/1/1995
731,US,758,LGA,214,2162,DCA,0,1,19,N706UW,ontime,-9,153,153,117,1004,952,-12,163.0899,13.075,2015,2,13,5/1/1995
731,US,858,LGA,214,2164,DCA,0,1,19,N711UW,ontime,6,121,121,382,1032,1000,-4,163.05,13.06,2015,2,13,6/1/1995
731,US,955,LGA,214,2166,DCA,0,1,19,N736UW,ontime,0,275,275,247,1006,958,-8,163.03,13.05,2015,2,13,7/1/1995
732,US,1059,LGA,214,2168,DCA,0,1,19,N767UW,ontime,0,288,288,260,1020,1024,4,163,13.02,2015,2,13,8/1/1995
734,US,1157,LGA,214,2170,DCA,0,1,19,N706UW,ontime,-3,273,273,241,1007,1021,14,163.01,13.0156,2015,2,13,9/1/1995
734,US,1256,LGA,214,2172,DCA,0,1,19,N711UW,ontime,12,173,173,149,1027,1041,14,162.97,13.02,2015,2,13,10/1/1995
734,US,1353,LGA,214,2174,DCA,0,1,19,N736UW,ontime,-3,197,197,176,951,947,-4,162.9816,13.015,2015,2,13,11/1/1995
735,US,1456,LGA,214,2176,DCA,0,1,19,N767UW,ontime,-3,84,84,56,759,754,-5,163.01,13.02,2015,2,13,12/1/1995
735,US,1558,LGA,214,2178,DCA,0,1,19,N706UW,ontime,-6,271,271,238,1006,1011,5,162.99,13.015,2015,2,13,1/1/1996
735,US,1656,LGA,214,2180,DCA,0,1,19,N711UW,ontime,-1,266,266,223,1501,1450,-11,162.962,13,2015,2,13,2/1/1996
735,US,1755,LGA,214,2182,DCA,0,1,19,N736UW,ontime,-6,62,62,36,837,820,-17,162.96,12.9754,2015,2,13,3/1/1996
735,US,1855,LGA,214,2184,DCA,0,1,19,N767UW,ontime,-11,104,104,63,1019,951,-28,163.035,12.99,2015,2,13,4/1/1996
735,US,1956,LGA,214,2186,DCA,0,1,19,N706UW,ontime,-10,177,177,138,1032,1006,-26,163.06,12.99,2015,2,13,5/1/1996
735,US,2057,LGA,214,2188,DCA,0,1,19,N711UW,ontime,-4,152,152,117,1007,949,-18,162.99,12.995,2015,2,13,6/1/1996
735,RU,1710,EWR,169,3372,BWI,0,1,19,N13913,ontime,-4,125,125,93,840,822,-18,163.018,13.02,2015,2,13,7/1/1996
735,RU,1028,EWR,169,2303,BWI,0,1,19,N18557,ontime,0,90,90,75,1005,1002,-3,163.03,13.06,2015,2,13,8/1/1996
735,RU,654,EWR,169,2703,BWI,0,1,19,N14943,ontime,-3,155,155,125,910,903,-7,163,13.05,2015,2,13,9/1/1996
735,RU,1451,EWR,169,2403,BWI,0,1,19,N12934,ontime,-7,185,185,143,1040,1014,-26,162.99,13.0405,2015,2,13,10/1/1996
735,CO,1732,EWR,199,814,DCA,0,1,19,N17321,delayed,-1,150,150,108,1105,1051,-14,163.075,13.0558,2015,2,13,11/1/1996
735,CO,1253,EWR,199,808,DCA,0,1,19,N14639,ontime,-2,115,115,94,930,930,0,163.08,13.08,2015,2,13,12/1/1996
735,CO,728,EWR,199,806,DCA,0,1,19,N16649,ontime,-9,120,120,99,835,821,-14,163.09,13.07,2015,2,13,1/1/1997
735,CO,1857,EWR,199,816,DCA,0,1,19,N17619,ontime,-1,165,165,135,1020,1002,-18,163.1,13.05,2015,2,13,2/1/1997
735,DH,832,EWR,213,7299,IAD,0,1,19,N645BR,ontime,-4,80,80,61,855,846,-9,163.1,13.05,2015,2,13,3/1/1997
735,DH,1705,EWR,213,7302,IAD,0,1,19,N689BR,ontime,1,105,105,69,920,920,0,163.1,13.0499,2015,2,13,4/1/1997
735,DH,1237,EWR,213,7303,IAD,0,1,19,N710BR,ontime,-4,175,175,153,930,918,-12,163.14,13.0343,2015,2,14,5/1/1997
735,DH,2300,EWR,213,7304,IAD,0,1,19,N626BR,delayed,-9,281,281,248,1516,1449,-27,163.13,13.03,2015,2,14,6/1/1997
735,DH,627,EWR,213,7305,IAD,0,1,19,N329UE,ontime,-2,180,180,146,935,927,-8,163.08,13.02,2015,2,14,7/1/1997
735,DH,1427,EWR,213,7307,IAD,0,1,19,N301UE,ontime,-9,75,75,44,850,856,6,163.04,13.005,2015,2,14,8/1/1997
735,RU,2051,EWR,213,2385,IAD,0,1,19,N16520,delayed,-7,195,195,163,1150,1127,-23,163.05,13,2015,2,14,9/1/1997
735,RU,1258,EWR,213,2692,IAD,0,1,19,N28518,ontime,-7,195,195,164,950,932,-18,163.06,13.0092,2015,2,14,10/1/1997
735,RU,645,EWR,199,2761,DCA,0,1,19,N13124,ontime,-3,165,165,131,1120,1121,1,163.1,12.9902,2015,2,14,11/1/1997
735,RU,1530,EWR,199,2261,DCA,0,1,19,N15973,ontime,12,136,136,103,851,855,4,163.05,13.0002,2015,2,14,12/1/1997
735,RU,656,EWR,213,2855,IAD,0,1,19,N15912,ontime,-12,110,110,91,925,955,30,163.08,13.02,2015,2,14,1/1/1998
735,RU,1659,EWR,213,2497,IAD,0,1,19,N12567,ontime,2,151,151,148,1106,1130,24,163.09,13.01,2015,2,14,2/1/1998
735,RU,1455,EWR,213,2156,IAD,0,1,19,N18120,ontime,-16,124,124,107,939,928,-11,163.1,13.005,2015,2,14,3/1/1998
735,RU,1628,EWR,199,2181,DCA,0,1,19,N12921,ontime,1,205,205,161,1100,1047,-13,163.12,13.0192,2015,2,14,4/1/1998
735,RU,1355,EWR,199,2216,DCA,0,1,19,N12519,ontime,9,237,237,191,932,928,-4,163.05,13.0302,2015,2,14,5/1/1998
735,RU,855,EWR,199,2582,DCA,0,1,19,N48901,ontime,1,112,112,88,1027,1027,0,163.1,13.04,2015,2,14,6/1/1998
735,RU,2052,EWR,199,2879,DCA,0,1,19,N16911,ontime,5,180,180,149,935,932,-3,163.14,13.06,2015,2,15,7/1/1998
735,OH,1500,JFK,184,5935,BWI,0,2,20,N956CA,ontime,-2,195,195,143,1050,1011,-39,163.1777,13.0599,2015,2,15,8/1/1998
735,DH,1637,JFK,213,6155,DCA,0,2,20,N409FJ,ontime,130,65,65,40,840,1045,125,163.237,13.0642,2015,2,15,9/1/1998
735,DH,1300,LGA,229,7208,IAD,0,2,20,N648BR,ontime,5,137,137,99,1052,1035,-17,163.22,13.04,2015,2,15,10/1/1998
735,DH,1455,LGA,229,7211,IAD,0,2,20,N646BR,ontime,6,68,68,590,843,900,-14,163.23,13.04,2015,2,15,11/1/1998
735,DH,1725,LGA,229,7215,IAD,0,2,20,N705BR,ontime,-5,85,85,73,900,908,8,163.26,13.0557,2015,2,15,12/1/1998
736,DH,2143,LGA,229,7684,IAD,0,2,20,N637BR,ontime,-6,35,35,23,811,816,5,163.21,13.055,2015,2,15,1/1/1999
737,DH,635,LGA,229,7790,IAD,0,2,20,N698BR,ontime,3,175,175,150,1032,1032,0,163.23,13.055,2015,2,15,2/1/1999
737,DH,1033,LGA,229,7792,IAD,0,2,20,N646BR,ontime,-6,207,207,170,1104,1042,-22,163.22,13.07,2015,2,15,3/1/1999
737,DH,835,JFK,228,7800,IAD,0,2,20,N627BR,ontime,-6,206,206,184,1003,958,-5,163.2,13.055,2015,2,15,4/1/1999
738,DH,1351,JFK,228,7806,IAD,0,2,20,N708BR,delayed,-3,125,125,87,1043,1020,-23,163.27,13.0492,2015,2,15,5/1/1999
739,DH,1446,JFK,228,7808,IAD,0,2,20,N321UE,ontime,-5,166,166,136,925,907,-18,163.17,13.05,2015,2,15,6/1/1999
740,DH,1643,JFK,228,7810,IAD,0,2,20,N308UE,ontime,5,205,205,182,1105,1059,-6,163.25,13.046,2015,2,15,7/1/1999
740,DH,1706,JFK,228,7812,IAD,0,2,20,N313UE,ontime,-4,105,105,63,925,851,-34,163.17,13.06,2015,2,15,8/1/1999
740,DH,2118,JFK,228,7814,IAD,0,2,20,N636BR,ontime,3,155,155,134,1215,1213,-2,163.18,13.0592,2015,2,15,9/1/1999
740,DH,1632,JFK,228,7816,IAD,0,2,20,N331UE,ontime,-1,150,150,133,1210,1209,-1,163.18,13.04,2015,2,15,10/1/1999
740,DL,1514,JFK,213,746,DCA,0,2,20,N926DL,delayed,-3,170,170,158,1230,1229,-1,163.1,13.01,2015,2,15,11/1/1999
740,DL,629,LGA,214,1740,DCA,0,2,20,N225DL,ontime,-4,170,170,143,930,920,-10,163.08,13.025,2015,2,15,12/1/1999
740,DL,729,LGA,214,1742,DCA,0,2,20,N231DN,ontime,0,160,160,133,920,910,-10,163.11,13.0199,2015,2,15,1/1/2000
740,DL,839,LGA,214,1744,DCA,0,2,20,N224DA,ontime,-1,145,145,123,1105,1057,-8,163.1799,13.02,2015,2,15,2/1/2000
740,DL,929,LGA,214,1746,DCA,0,2,20,N223DZ,ontime,-3,105,105,95,1025,1048,23,163.13,13.02,2015,2,15,3/1/2000
740,DL,1029,LGA,214,1748,DCA,0,2,20,N225DL,ontime,-1,90,90,69,910,927,17,163.08,13.0292,2015,2,15,4/1/2000
740,DL,1129,LGA,214,1750,DCA,0,2,20,N231DN,ontime,-4,70,70,48,850,837,-13,163.068,13.015,2015,2,15,5/1/2000
740,DL,1227,LGA,214,1752,DCA,0,2,20,N224DA,ontime,-8,94,94,60,1014,954,-20,163,13.0199,2015,3,16,6/1/2000
740,DL,1329,LGA,214,1754,DCA,0,2,20,N223DZ,ontime,-6,110,110,84,930,931,1,163.07,13.01,2015,3,16,7/1/2000
