schedtime,carrier,deptime,dest,distance,date,flightnumber,origin,weather,dayweek,daymonth,tailnu,delay,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,delaytimeweathergood,delaytimeweatherbad
716,US,1151,LGA,214,1/16/2004,2170,DCA,0,5,16,N745UW,ontime,-8,69,69,825,812,-13,14.3594,162.5036
717,US,1258,LGA,214,1/16/2004,2172,DCA,0,5,16,N748UW,ontime,11,163,163,1000,1012,12,14.32,162.5
717,US,1356,LGA,214,1/16/2004,2174,DCA,0,5,16,N716UW,ontime,-4,301,301,1018,1010,-8,14.3234,162.655
717,US,1457,LGA,214,1/16/2004,2176,DCA,0,5,16,N723UW,ontime,-8,56,56,813,803,-10,14.34,162.69
718,US,1558,LGA,214,1/16/2004,2178,DCA,0,5,16,N745UW,ontime,-3,103,103,901,901,0,14.33,162.53
718,US,1658,LGA,214,1/16/2004,2180,DCA,0,5,16,N748UW,ontime,-1,199,199,1037,1010,-27,14.34,162.6266
719,US,1758,LGA,214,1/16/2004,2182,DCA,0,5,16,N716UW,ontime,,84,84,843,,,14.31,162.5
719,US,1900,LGA,214,1/16/2004,2184,DCA,0,5,16,N723UW,delayed,-6,50,50,809,809,0,14.289,162.46
719,US,2000,LGA,214,1/16/2004,2186,DCA,0,5,16,N745UW,ontime,16,197,197,936,952,16,14.27,162.43
719,US,2057,LGA,214,1/16/2004,2188,DCA,0,5,16,N748UW,ontime,82,48,48,807,927,80,14.2543,162.32
720,RU,1849,EWR,169,1/16/2004,3372,BWI,0,5,16,N15973,delayed,-1,176,176,1116,1055,-21,14.23,162.26
720,RU,1053,EWR,169,1/16/2004,2303,BWI,0,5,16,N13913,delayed,-6,257,257,1337,1324,-13,14.2,162.15
720,RU,1600,EWR,169,1/16/2004,2403,BWI,0,5,16,N13914,delayed,0,270,270,950,950,0,14.18,162.1744
720,RU,654,EWR,169,1/16/2004,2703,BWI,0,5,16,N13553,ontime,-5,230,230,1310,1251,-19,14.17,162.35
720,CO,1423,EWR,199,1/16/2004,808,DCA,0,5,16,N14645,delayed,0,245,245,1025,1025,0,14.2031,162.35
720,CO,1912,EWR,199,1/16/2004,814,DCA,0,5,16,N12319,delayed,-4,160,160,1100,1048,-12,14.25,162.38
720,CO,729,EWR,199,1/16/2004,806,DCA,0,5,16,N16648,ontime,-4,115,115,1015,1009,-6,14.205,162.2202
720,DH,834,EWR,213,1/16/2004,7299,IAD,0,5,16,N694BR,ontime,0,200,200,1040,1015,-25,14.18,162.15
720,DH,1711,EWR,213,1/16/2004,7302,IAD,0,5,16,N625BR,ontime,1,200,200,1040,1037,-3,14.15,162.05
720,DH,1249,EWR,213,1/16/2004,7303,IAD,0,5,16,N625BR,ontime,14,90,90,850,857,7,14.1,161.78
720,DH,2120,EWR,213,1/16/2004,7304,IAD,0,5,16,N695BR,ontime,-3,125,125,925,910,-15,14.125,161.852
720,DH,700,EWR,213,1/16/2004,7305,IAD,0,5,16,N312UE,delayed,0,254,254,934,907,-27,14.1499,161.95
720,RU,1602,EWR,213,1/16/2004,2156,IAD,0,5,16,N26141,delayed,-4,292,292,1012,1000,-12,14.15,162.19
720,RU,643,EWR,199,1/16/2004,2761,DCA,0,5,16,N13997,ontime,-6,340,340,1600,1546,-14,14.18,162.268
720,RU,1622,EWR,199,1/16/2004,2261,DCA,0,5,16,N14950,delayed,39,185,185,1125,1142,17,14.1837,162.29
720,RU,1549,EWR,199,1/16/2004,2216,DCA,0,5,16,N13997,delayed,-5,70,70,830,812,-18,14.18,162.19
720,RU,1753,EWR,199,1/16/2004,2181,DCA,0,5,16,N16951,delayed,-6,166,166,1006,1007,1,14.1801,162.125
720,RU,1421,EWR,213,1/16/2004,2692,IAD,0,5,16,N16511,delayed,9,164,164,1004,1002,-2,14.19,162.3
720,RU,859,EWR,199,1/16/2004,2582,DCA,0,5,16,N15572,ontime,-4,176,176,1016,1025,9,14.1999,162.35
720,RU,2045,EWR,213,1/16/2004,2385,IAD,0,5,16,N16510,delayed,9,65,65,825,822,-3,14.19,162.33
720,RU,657,EWR,213,1/16/2004,2855,IAD,0,5,16,N14972,ontime,0,260,260,1040,1040,0,14.19,162.402
720,RU,2050,EWR,199,1/16/2004,2879,DCA,0,5,16,N15910,ontime,-3,180,180,1220,1206,-14,14.2178,162.47
720,RU,1827,EWR,213,1/16/2004,2497,IAD,0,5,16,N26549,delayed,10,165,165,905,854,-11,14.19,162.28
720,OH,1455,JFK,184,1/17/2004,5935,BWI,0,6,17,N435CA,ontime,8,129,129,929,955,26,14.18,162.31
720,DH,1637,JFK,213,1/17/2004,6155,DCA,0,6,17,N409FJ,ontime,-8,373,373,1133,1115,-18,14.16,162.23
720,DH,1244,LGA,229,1/17/2004,7208,IAD,0,6,17,N627BR,ontime,19,329,329,1049,1118,29,14.17,162.25
720,DH,1714,LGA,229,1/17/2004,7215,IAD,0,6,17,N675BR,ontime,-5,202,202,1042,1019,-23,14.19,162.28
720,DH,2230,LGA,229,1/17/2004,7684,IAD,0,6,17,N686BR,delayed,-3,172,172,1012,947,-25,14.19,162.38
720,DH,853,JFK,228,1/17/2004,7800,IAD,0,6,17,N694BR,ontime,-3,131,131,1031,1007,-24,14.21,162.47
720,DH,1236,JFK,228,1/17/2004,7806,IAD,0,6,17,N660BR,ontime,-1,260,260,940,934,-6,14.215,162.5871
720,DH,1641,JFK,228,1/17/2004,7810,IAD,0,6,17,N311UE,ontime,-1,141,141,941,915,-26,14.2235,162.56
720,DH,1720,JFK,228,1/17/2004,7812,IAD,0,6,17,N313UE,delayed,-6,113,113,1013,949,-24,14.19,162.43
720,DH,2136,JFK,228,1/17/2004,7814,IAD,0,6,17,N706BR,delayed,-7,117,117,1017,954,-23,14.185,162.37
720,DH,1808,JFK,228,1/17/2004,7818,IAD,0,6,17,N324UE,delayed,8,140,140,840,828,-12,14.1934,162.58
720,DL,1509,JFK,213,1/17/2004,746,DCA,0,6,17,N909DL,delayed,-10,167,167,1107,1037,-30,14.18,162.4568
720,DL,727,LGA,214,1/17/2004,1742,DCA,0,6,17,N232DZ,ontime,-2,154,154,1054,1041,-13,14.17,162.24
720,DL,828,LGA,214,1/17/2004,1744,DCA,0,6,17,N221DL,ontime,,68,68,828,,,13.42,162.3
720,DL,1028,LGA,214,1/17/2004,1748,DCA,0,6,17,N223DZ,ontime,,75,75,835,,,13.354,162.18
720,DL,1430,LGA,214,1/17/2004,1756,DCA,0,6,17,N223DZ,ontime,-9,120,120,920,855,-25,13.2616,162.3
720,DL,1708,LGA,214,1/17/2004,1760,DCA,0,6,17,N232DZ,delayed,-9,175,175,1015,1010,-5,13.2146,162.235
720,DL,1829,LGA,214,1/17/2004,1764,DCA,0,6,17,N223DZ,ontime,,128,128,1028,,,13.21,162.3
720,DL,2026,LGA,214,1/17/2004,1768,DCA,0,6,17,N224DA,ontime,12,130,130,1030,1034,4,13.295,162.21
720,MQ,1529,JFK,213,1/17/2004,4752,DCA,0,6,17,N716MQ,ontime,-1,140,140,840,856,16,13.26,162.17
721,MQ,554,JFK,213,1/17/2004,4760,DCA,0,6,17,N729MQ,ontime,26,45,45,806,827,21,13.2047,162.205
721,MQ,1827,JFK,213,1/17/2004,4784,DCA,0,6,17,N721MQ,ontime,-7,109,109,810,802,-8,13.1602,162.175
721,MQ,855,LGA,214,1/17/2004,4956,DCA,0,6,17,N805MQ,ontime,-8,114,114,915,900,-15,13.13,162.34
721,MQ,1247,LGA,214,1/17/2004,4964,DCA,0,6,17,N727MQ,ontime,-9,50,50,811,805,-6,13.22,162.59
723,UA,849,LGA,229,1/17/2004,846,IAD,0,6,17,N507UA,ontime,-7,116,116,1019,1006,-13,13.26,162.66
723,US,654,LGA,214,1/17/2004,2160,DCA,0,6,17,N736UW,ontime,-4,67,67,830,838,8,13.2774,163.04
724,US,859,LGA,214,1/17/2004,2164,DCA,0,6,17,N748UW,ontime,12,232,232,1016,1020,4,13.32,162.8695
725,US,1100,LGA,214,1/17/2004,2168,DCA,0,6,17,N736UW,ontime,3,310,310,1435,1422,-13,13.32,162.96
725,US,1259,LGA,214,1/17/2004,2172,DCA,0,6,17,N748UW,ontime,-1,103,103,908,859,-9,13.18,162.86
725,US,1456,LGA,214,1/17/2004,2176,DCA,0,6,17,N736UW,ontime,40,248,248,1333,1338,5,13.205,162.83
725,US,1658,LGA,214,1/17/2004,2180,DCA,0,6,17,N748UW,ontime,13,174,174,1119,1116,-3,13.12,162.55
725,US,1854,LGA,214,1/17/2004,2184,DCA,0,6,17,N736UW,ontime,-4,119,119,1024,1013,-11,12.99,162.31
725,RU,1717,EWR,169,1/17/2004,3372,BWI,0,6,17,N15926,ontime,5,280,280,1005,1001,-4,13.028,162.61
725,RU,1445,EWR,169,1/17/2004,2229,BWI,0,6,17,N14933,ontime,-7,165,165,1210,1155,-15,13.0289,162.39
725,RU,1028,EWR,169,1/17/2004,2303,BWI,0,6,17,N14942,ontime,-3,115,115,920,909,-11,13.065,162.54
725,RU,658,EWR,169,1/17/2004,2703,BWI,0,6,17,N14991,ontime,-4,140,140,845,839,-6,13.0158,162.52
725,CO,1258,EWR,199,1/17/2004,808,DCA,0,6,17,N37615,ontime,0,170,170,1015,959,-16,13.0592,162.7025
725,DH,835,EWR,213,1/17/2004,7299,IAD,0,6,17,N696BR,ontime,-1,125,125,930,922,-8,13.1162,162.92
725,DH,1700,EWR,213,1/17/2004,7302,IAD,0,6,17,N652BR,ontime,-4,135,135,940,928,-12,13.12,163.07
725,DH,1240,EWR,213,1/17/2004,7303,IAD,0,6,17,N652BR,ontime,2,189,189,1034,1005,-29,13.1135,163.09
725,DH,2119,EWR,213,1/17/2004,7304,IAD,0,6,17,N652BR,delayed,0,274,274,959,955,-4,13.147,163.07
725,RU,658,EWR,213,1/17/2004,2855,IAD,0,6,17,N29906,ontime,-5,277,277,1002,1014,12,13.07,163.05
725,RU,1601,EWR,199,1/17/2004,2361,DCA,0,6,17,N16987,ontime,0,255,255,1340,1338,-2,13.06,163.17
725,RU,1727,EWR,199,1/17/2004,2097,DCA,0,6,17,N14562,ontime,14,110,110,1015,1032,17,13.075,163.25
725,RU,1351,EWR,199,1/17/2004,2216,DCA,0,6,17,N14950,ontime,11,165,165,1210,1232,22,13.016,163.05
725,RU,1457,EWR,213,1/17/2004,2156,IAD,0,6,17,N24103,ontime,-8,330,330,955,948,-7,13.025,162.98
725,RU,924,EWR,199,1/17/2004,2582,DCA,0,6,17,N26549,ontime,2,70,70,835,835,0,12.995,163
725,RU,1655,EWR,213,1/17/2004,2497,IAD,0,6,17,N21144,ontime,-1,135,135,940,950,10,12.9499,162.87
725,RU,641,EWR,199,1/17/2004,2761,DCA,0,6,17,N21537,ontime,-1,124,124,929,904,-25,12.977,163.0599
725,OH,1455,JFK,184,1/18/2004,5935,BWI,0,7,18,N712CA,ontime,-2,141,141,946,1000,14,12.9601,163.1
725,DH,1659,JFK,213,1/18/2004,6155,DCA,0,7,18,N404FJ,delayed,0,166,166,1111,1117,6,12.98,163.2053
725,DH,1302,LGA,229,1/18/2004,7208,IAD,0,7,18,N675BR,ontime,6,202,202,1047,1034,-13,12.96,163.32
725,DH,1526,LGA,229,1/18/2004,7211,IAD,0,7,18,N661BR,delayed,5,231,231,1016,1025,9,12.92,163.27
725,DH,1802,LGA,229,1/18/2004,7215,IAD,0,7,18,N647BR,delayed,-3,121,121,1026,1002,-24,12.915,163.42
725,DH,2110,LGA,229,1/18/2004,7684,IAD,0,7,18,N632BR,ontime,-2,135,135,940,939,-1,12.939,163.3
725,DH,833,JFK,228,1/18/2004,7800,IAD,0,7,18,N686BR,ontime,29,150,150,1055,1157,62,12.9148,163.29
725,DH,1249,JFK,228,1/18/2004,7806,IAD,0,7,18,N663BR,ontime,,80,80,845,,,12.831,163.265
725,DH,1539,JFK,228,1/18/2004,7808,IAD,0,7,18,N308UE,delayed,-1,110,110,915,902,-13,12.839,163.18
725,DH,1646,JFK,228,1/18/2004,7810,IAD,0,7,18,N315UE,ontime,-2,150,150,955,946,-9,12.8626,163.1897
725,DH,1709,JFK,228,1/18/2004,7812,IAD,0,7,18,N333UE,delayed,-4,75,75,840,813,-27,12.88,163.035
725,DH,2111,JFK,228,1/18/2004,7814,IAD,0,7,18,N678BR,ontime,,85,85,850,,,12.96,162.97
725,DH,1706,JFK,228,1/18/2004,7816,IAD,0,7,18,N332UE,delayed,-7,73,73,838,820,-18,12.985,162.76
725,DL,1555,JFK,213,1/18/2004,746,DCA,0,7,18,N928DL,delayed,4,185,185,930,926,-4,12.93,162.59
725,DL,830,LGA,214,1/18/2004,1744,DCA,0,7,18,N223DZ,ontime,-6,277,277,1002,950,-12,12.934,162.61
725,DL,1029,LGA,214,1/18/2004,1748,DCA,0,7,18,N242DL,ontime,15,125,125,830,853,23,12.955,162.52
725,DL,1230,LGA,214,1/18/2004,1752,DCA,0,7,18,N223DZ,delayed,-2,47,47,812,828,16,13.005,162.76
725,DL,1430,LGA,214,1/18/2004,1756,DCA,0,7,18,N242DL,ontime,-5,176,176,1121,1117,-4,12.985,162.81
725,DL,1632,LGA,214,1/18/2004,1760,DCA,0,7,18,N223DZ,ontime,-12,120,120,925,940,15,12.985,162.75
726,DL,1843,LGA,214,1/18/2004,1764,DCA,0,7,18,N242DL,delayed,0,147,147,953,943,-10,12.99,162.73
726,DL,2029,LGA,214,1/18/2004,1768,DCA,0,7,18,N223DZ,ontime,6,37,37,803,814,11,12.97,162.69
727,MQ,1549,JFK,213,1/18/2004,4752,DCA,0,7,18,N712MQ,delayed,2,211,211,1158,1130,-28,12.9201,162.65
727,MQ,552,JFK,213,1/18/2004,4760,DCA,0,7,18,N731MQ,delayed,0,138,138,1045,1033,-12,12.945,162.65
727,MQ,919,JFK,213,1/18/2004,4771,DCA,0,7,18,N719MQ,ontime,-7,75,75,842,829,-13,12.98,162.7
727,MQ,2023,JFK,213,1/18/2004,4784,DCA,0,7,18,N737MQ,delayed,-8,113,113,920,912,-8,13,162.82
728,MQ,1330,LGA,214,1/18/2004,4964,DCA,0,7,18,N719MQ,delayed,-5,151,151,959,1004,5,13.01,163
728,MQ,1540,LGA,214,1/18/2004,4968,DCA,0,7,18,N703MQ,delayed,-5,92,92,900,827,-33,13.0474,162.9
729,MQ,1818,LGA,214,1/18/2004,4972,DCA,0,7,18,N725MQ,delayed,-1,234,234,923,908,-15,13.02,162.86
729,MQ,2004,LGA,214,1/18/2004,4976,DCA,0,7,18,N732MQ,delayed,11,243,243,1032,1041,9,12.995,162.7306
729,UA,848,LGA,229,1/18/2004,846,IAD,0,7,18,N579UA,ontime,12,335,335,1004,1013,9,12.99,162.78
729,US,858,LGA,214,1/18/2004,2164,DCA,0,7,18,N744UW,ontime,-4,177,177,1026,1028,2,12.9956,162.81
729,US,954,LGA,214,1/18/2004,2166,DCA,0,7,18,N763UW,ontime,-7,185,185,1034,1025,-9,13.0399,162.77
729,US,1102,LGA,214,1/18/2004,2168,DCA,0,7,18,N755UW,ontime,7,235,235,1024,1031,7,13.0501,162.76
730,US,1159,LGA,214,1/18/2004,2170,DCA,0,7,18,N736UW,ontime,-3,282,282,1012,1037,25,13.05,162.58
730,US,1257,LGA,214,1/18/2004,2172,DCA,0,7,18,N744UW,delayed,-4,95,95,905,858,-7,13.058,162.65
730,US,1356,LGA,214,1/18/2004,2174,DCA,0,7,18,N763UW,ontime,-2,231,231,1321,1302,-19,12.995,162.41
730,US,1555,LGA,214,1/18/2004,2178,DCA,0,7,18,N736UW,delayed,-2,320,320,1550,1512,-38,13.015,162.43
730,US,1757,LGA,214,1/18/2004,2182,DCA,0,7,18,N763UW,ontime,-8,65,65,835,821,-14,13.0508,162.4
730,US,1855,LGA,214,1/18/2004,2184,DCA,0,7,18,N755UW,ontime,2,320,320,950,947,-3,13.08,162.44
730,US,1957,LGA,214,1/18/2004,2186,DCA,0,7,18,N736UW,ontime,-2,170,170,920,917,-3,13.06,162.36
730,US,2055,LGA,214,1/18/2004,2188,DCA,0,7,18,N744UW,ontime,-3,155,155,905,847,-18,13.1,162.39
730,RU,1057,EWR,169,1/18/2004,2303,BWI,1,7,18,N17984,delayed,-1,142,142,852,840,-12,13.13,162.33
730,RU,1314,EWR,169,1/18/2004,2703,BWI,0,7,18,N15980,delayed,2,221,221,1011,1012,1,13.1599,162.315
730,RU,1528,EWR,169,1/18/2004,2403,BWI,0,7,18,N16501,delayed,-3,220,220,1010,950,-20,13.18,162.3
730,CO,1258,EWR,199,1/18/2004,1767,DCA,0,7,18,N14629,ontime,-2,215,215,1005,1004,-1,13.18,162.35
730,CO,1754,EWR,199,1/18/2004,810,DCA,0,7,18,N37615,delayed,-7,85,85,855,900,5,13.155,162.38
730,CO,1959,EWR,199,1/18/2004,816,DCA,0,7,18,N16650,delayed,4,70,70,840,839,-1,13.185,162.45
730,DH,834,EWR,213,1/18/2004,7299,IAD,0,7,18,N650BR,ontime,-1,250,250,1040,1036,-4,13.195,162.5
730,DH,1900,EWR,213,1/18/2004,7302,IAD,0,7,18,N626BR,delayed,-5,80,80,850,835,-15,13.17,162.43
730,DH,1246,EWR,213,1/18/2004,7303,IAD,0,7,18,N640BR,delayed,33,90,90,900,933,33,13.1799,162.34
730,DH,2117,EWR,213,1/18/2004,7304,IAD,0,7,18,N701BR,ontime,1,180,180,1030,1018,-12,13.16,162.38
730,RU,1630,EWR,213,1/18/2004,2156,IAD,0,7,18,N13124,delayed,-6,62,62,832,823,-9,13.2,162.46
730,RU,1622,EWR,199,1/18/2004,2216,DCA,0,7,18,N14558,delayed,205,175,175,825,1155,210,13.1667,162.49
730,RU,841,EWR,213,1/18/2004,2254,IAD,0,7,18,N13929,ontime,-4,217,217,1107,1042,-25,13.175,162.4774
730,RU,925,EWR,199,1/18/2004,2582,DCA,0,7,18,N27962,ontime,13,179,179,1029,1051,22,13.1596,162.44
730,OH,1455,JFK,184,1/19/2004,5935,BWI,0,1,19,N975CA,ontime,-8,233,233,1223,1209,-14,13.145,162.44
730,DH,1636,JFK,213,1/19/2004,6155,DCA,0,1,19,N415FJ,ontime,-1,164,164,1014,1008,-6,13.135,162.4
730,DH,1303,LGA,229,1/19/2004,7208,IAD,0,1,19,N647BR,ontime,-3,88,88,858,843,-15,13.16,162.4238
730,DH,1445,LGA,229,1/19/2004,7211,IAD,0,1,19,N671BR,ontime,-3,126,126,1036,1044,8,13.1845,162.5
730,DH,1709,LGA,229,1/19/2004,7215,IAD,0,1,19,N648BR,ontime,-4,252,252,1442,1423,-19,13.175,162.43
730,DH,10,LGA,229,1/19/2004,7684,IAD,0,1,19,N627BR,delayed,-9,73,73,943,920,-23,13.22,162.4639
730,DH,847,LGA,229,1/19/2004,7790,IAD,0,1,19,N626BR,delayed,-2,235,235,1425,1408,-17,13.2122,162.4001
730,DH,1035,LGA,229,1/19/2004,7792,IAD,0,1,19,N671BR,ontime,-1,158,158,1108,1036,-32,13.207,162.42
730,DH,833,JFK,228,1/19/2004,7800,IAD,0,1,19,N632BR,ontime,-1,116,116,926,918,-8,13.2101,162.39
730,DH,1237,JFK,228,1/19/2004,7806,IAD,0,1,19,N691BR,ontime,-2,92,92,902,842,-20,13.17,162.39
730,DH,1454,JFK,228,1/19/2004,7808,IAD,0,1,19,N333UE,ontime,-3,158,158,1108,1043,-25,13.18,162.54
730,DH,1641,JFK,228,1/19/2004,7810,IAD,0,1,19,N327UE,ontime,-8,296,296,1026,1004,-22,13.17,162.54
730,DH,1710,JFK,228,1/19/2004,7812,IAD,0,1,19,N331UE,ontime,-1,77,77,847,837,-10,13.1633,162.58
730,DH,2121,JFK,228,1/19/2004,7814,IAD,0,1,19,N625BR,ontime,-6,229,229,1319,1249,-30,13.1692,162.68
730,DH,1603,JFK,228,1/19/2004,7816,IAD,0,1,19,N328UE,ontime,-4,199,199,1049,1033,-16,13.16,162.69
730,DL,1506,JFK,213,1/19/2004,746,DCA,0,1,19,N910DL,delayed,-2,154,154,904,917,13,13.185,162.6472
730,DL,731,LGA,214,1/19/2004,1742,DCA,0,1,19,N242DL,ontime,-1,97,97,907,917,10,13.12,162.68
730,DL,842,LGA,214,1/19/2004,1744,DCA,0,1,19,N223DZ,ontime,-7,70,70,840,830,-10,13.14,162.68
730,DL,1029,LGA,214,1/19/2004,1748,DCA,0,1,19,N231DN,ontime,-6,140,140,850,845,-5,13.13,162.69
730,DL,1231,LGA,214,1/19/2004,1752,DCA,0,1,19,N223DZ,ontime,65,110,110,1020,1121,61,13.125,162.64
730,DL,1431,LGA,214,1/19/2004,1756,DCA,0,1,19,N231DN,ontime,,200,200,950,,,13.125,162.68
730,DL,1530,LGA,214,1/19/2004,1758,DCA,0,1,19,N224DA,ontime,-9,43,43,813,759,-14,13.14,162.83
730,DL,1630,LGA,214,1/19/2004,1760,DCA,0,1,19,N223DZ,ontime,,95,95,905,,,13.16,163.015
730,DL,1829,LGA,214,1/19/2004,1764,DCA,0,1,19,N231DN,ontime,44,110,110,920,955,35,13.1392,162.922
730,DL,1930,LGA,214,1/19/2004,1766,DCA,0,1,19,N224DA,ontime,-3,135,135,945,945,0,13.135,162.83
730,DL,2029,LGA,214,1/19/2004,1768,DCA,0,1,19,N223DZ,ontime,-8,75,75,845,819,-26,13.116,162.9
730,MQ,1536,JFK,213,1/19/2004,4752,DCA,0,1,19,N718MQ,ontime,,83,83,853,,,13.12,162.91
730,MQ,553,JFK,213,1/19/2004,4760,DCA,0,1,19,N736MQ,ontime,,58,58,828,,,13.105,162.94
730,MQ,1846,JFK,213,1/19/2004,4784,DCA,0,1,19,N723MQ,delayed,,113,113,1023,,,13.1299,162.95
730,MQ,758,LGA,214,1/19/2004,4952,DCA,0,1,19,N739MQ,delayed,100,110,110,920,1027,67,13.085,162.88
730,MQ,822,LGA,214,1/19/2004,4954,DCA,0,1,19,N717MQ,delayed,5,192,192,942,942,0,13.0642,162.951
730,MQ,858,LGA,214,1/19/2004,4956,DCA,0,1,19,N718MQ,ontime,1,178,178,1028,1036,8,13.035,162.95
730,MQ,1100,LGA,214,1/19/2004,4960,DCA,0,1,19,N722MQ,ontime,-3,151,151,1001,949,-12,13.03,162.94
730,MQ,1253,LGA,214,1/19/2004,4964,DCA,0,1,19,N739MQ,ontime,9,130,130,940,951,11,13.04,162.9
730,MQ,1356,LGA,214,1/19/2004,4966,DCA,0,1,19,N719MQ,ontime,0,95,95,905,907,2,13.059,162.99
730,MQ,1534,LGA,214,1/19/2004,4968,DCA,0,1,19,N723MQ,delayed,1,167,167,917,907,-10,13.0699,162.98
730,MQ,1559,LGA,214,1/19/2004,4970,DCA,0,1,19,N841MQ,ontime,21,48,48,818,840,22,13.0799,163.026
730,MQ,1717,LGA,214,1/19/2004,4972,DCA,0,1,19,N728MQ,ontime,-1,260,260,950,932,-18,13.065,163.1
730,MQ,1937,LGA,214,1/19/2004,4976,DCA,0,1,19,N704MQ,delayed,0,249,249,939,937,-2,13.06,162.9201
730,UA,846,LGA,229,1/19/2004,846,IAD,0,1,19,N565UA,ontime,-1,96,96,906,915,9,13.06,162.98
730,US,627,LGA,214,1/19/2004,1479,DCA,0,1,19,N753UW,ontime,-8,82,82,852,845,-7,13.06,163.01
731,US,656,LGA,214,1/19/2004,2160,DCA,0,1,19,N767UW,ontime,-7,179,179,1030,1003,-27,13.0592,163.07
731,US,758,LGA,214,1/19/2004,2162,DCA,0,1,19,N706UW,ontime,-9,153,153,1004,952,-12,13.075,163.0899
731,US,858,LGA,214,1/19/2004,2164,DCA,0,1,19,N711UW,ontime,,121,121,1032,,,13.06,163.05
731,US,955,LGA,214,1/19/2004,2166,DCA,0,1,19,N736UW,ontime,0,275,275,1006,958,-8,13.05,163.03
732,US,1059,LGA,214,1/19/2004,2168,DCA,0,1,19,N767UW,ontime,0,288,288,1020,1024,4,13.02,163
734,US,1157,LGA,214,1/19/2004,2170,DCA,0,1,19,N706UW,ontime,-3,273,273,1007,1021,14,13.0156,163.01
734,US,1256,LGA,214,1/19/2004,2172,DCA,0,1,19,N711UW,ontime,12,173,173,1027,1041,14,13.02,162.97
734,US,1353,LGA,214,1/19/2004,2174,DCA,0,1,19,N736UW,ontime,-3,197,197,951,947,-4,13.015,162.9816
735,US,1456,LGA,214,1/19/2004,2176,DCA,0,1,19,N767UW,ontime,-3,84,84,759,754,-5,13.02,163.01
735,US,1558,LGA,214,1/19/2004,2178,DCA,0,1,19,N706UW,ontime,-6,271,271,1006,1011,5,13.015,162.99
735,US,1656,LGA,214,1/19/2004,2180,DCA,0,1,19,N711UW,ontime,-1,266,266,1501,1450,-11,13,162.962
735,US,1755,LGA,214,1/19/2004,2182,DCA,0,1,19,N736UW,ontime,-6,62,62,837,820,-17,12.9754,162.96
735,US,1855,LGA,214,1/19/2004,2184,DCA,0,1,19,N767UW,ontime,-11,104,104,1019,951,-28,12.99,163.035
735,US,1956,LGA,214,1/19/2004,2186,DCA,0,1,19,N706UW,ontime,-10,177,177,1032,1006,-26,12.99,163.06
735,US,2057,LGA,214,1/19/2004,2188,DCA,0,1,19,N711UW,ontime,-4,152,152,1007,949,-18,12.995,162.99
735,RU,1710,EWR,169,1/19/2004,3372,BWI,0,1,19,N13913,ontime,-4,125,125,840,822,-18,13.02,163.018
735,RU,1028,EWR,169,1/19/2004,2303,BWI,0,1,19,N18557,ontime,0,90,90,1005,1002,-3,13.06,163.03
735,RU,654,EWR,169,1/19/2004,2703,BWI,0,1,19,N14943,ontime,-3,155,155,910,903,-7,13.05,163
735,RU,1451,EWR,169,1/19/2004,2403,BWI,0,1,19,N12934,ontime,-7,185,185,1040,1014,-26,13.0405,162.99
735,CO,1732,EWR,199,1/19/2004,814,DCA,0,1,19,N17321,delayed,-1,150,150,1105,1051,-14,13.0558,163.075
735,CO,1253,EWR,199,1/19/2004,808,DCA,0,1,19,N14639,ontime,-2,115,115,930,930,0,13.08,163.08
735,CO,728,EWR,199,1/19/2004,806,DCA,0,1,19,N16649,ontime,-9,120,120,835,821,-14,13.07,163.09
735,CO,1857,EWR,199,1/19/2004,816,DCA,0,1,19,N17619,ontime,-1,165,165,1020,1002,-18,13.05,163.1
735,DH,832,EWR,213,1/19/2004,7299,IAD,0,1,19,N645BR,ontime,-4,80,80,855,846,-9,13.05,163.1
735,DH,1705,EWR,213,1/19/2004,7302,IAD,0,1,19,N689BR,ontime,1,105,105,920,920,0,13.0499,163.1
735,DH,1237,EWR,213,1/19/2004,7303,IAD,0,1,19,N710BR,ontime,-4,175,175,930,918,-12,13.0343,163.14
735,DH,2300,EWR,213,1/19/2004,7304,IAD,0,1,19,N626BR,delayed,-9,281,281,1516,1449,-27,13.03,163.13
735,DH,627,EWR,213,1/19/2004,7305,IAD,0,1,19,N329UE,ontime,-2,180,180,935,927,-8,13.02,163.08
735,DH,1427,EWR,213,1/19/2004,7307,IAD,0,1,19,N301UE,ontime,-9,75,75,850,856,6,13.005,163.04
735,RU,2051,EWR,213,1/19/2004,2385,IAD,0,1,19,N16520,delayed,-7,195,195,1150,1127,-23,13,163.05
735,RU,1258,EWR,213,1/19/2004,2692,IAD,0,1,19,N28518,ontime,-7,195,195,950,932,-18,13.0092,163.06
735,RU,645,EWR,199,1/19/2004,2761,DCA,0,1,19,N13124,ontime,-3,165,165,1120,1121,1,12.9902,163.1
735,RU,1530,EWR,199,1/19/2004,2261,DCA,0,1,19,N15973,ontime,12,136,136,851,855,4,13.0002,163.05
735,RU,656,EWR,213,1/19/2004,2855,IAD,0,1,19,N15912,ontime,-12,110,110,925,955,30,13.02,163.08
735,RU,1659,EWR,213,1/19/2004,2497,IAD,0,1,19,N12567,ontime,2,151,151,1106,1130,24,13.01,163.09
