carrier,origin,dest,flightnumber,tailnu,date,dayweek,daymonth,YEAR,MONTH,DAY,weather,distance,delay,SCHEDULED_DEPARTURE,DEPARTURE_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DELAY_LABEL,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,delaytimeweathergood,delaytimeweatherbad
MQ,DCA,LGA,4954,N805MQ,1/16/2004,5,16,2015,2,3,0,214,ontime,715,747,1024,957,-27,,-2,189,189,143,14.37,162.9
MQ,DCA,LGA,4956,N707MQ,1/16/2004,5,16,2015,2,3,0,214,ontime,715,856,1400,1342,-18,,-3,225,225,191,14.375,162.84
MQ,DCA,LGA,4960,N737MQ,1/16/2004,5,16,2015,2,3,0,214,ontime,715,1217,930,921,-9,,-7,135,135,112,14.39,162.94
MQ,DCA,LGA,4964,N732MQ,1/16/2004,5,16,2015,2,3,0,214,ontime,715,1315,1038,1021,-17,,-2,143,143,110,14.405,162.97
MQ,DCA,LGA,4966,N736MQ,1/16/2004,5,16,2015,2,3,0,214,delayed,715,1429,901,1114,133,,164,106,106,59,14.4322,163.04
MQ,DCA,LGA,4970,N704MQ,1/16/2004,5,16,2015,2,3,0,214,ontime,715,1705,850,836,-14,,-10,95,95,75,14.425,163.04
MQ,DCA,LGA,4972,N727MQ,1/16/2004,5,16,2015,2,3,0,214,ontime,715,1729,932,920,-12,,-13,137,137,118,14.415,162.99
MQ,DCA,LGA,4976,N737MQ,1/16/2004,5,16,2015,2,3,0,214,ontime,715,2006,835,827,-8,,-3,80,80,54,14.4201,163.02
UA,IAD,LGA,846,N513UA,1/16/2004,5,16,2015,2,3,0,229,delayed,715,955,915,948,33,,40,120,120,66,14.425,162.99
US,DCA,LGA,1479,N724UW,1/16/2004,5,16,2015,2,3,0,214,ontime,715,628,836,823,-13,,-3,201,201,173,14.425,163.005
US,DCA,LGA,2160,N723UW,1/16/2004,5,16,2015,2,3,0,214,delayed,715,657,755,806,11,,0,100,100,75,14.4207,162.92
US,DCA,LGA,2162,N745UW,1/16/2004,5,16,2015,2,3,0,214,delayed,715,756,805,801,-4,,0,50,50,25,14.405,162.88
US,DCA,LGA,2164,N748UW,1/16/2004,5,16,2015,2,3,0,214,ontime,715,859,825,828,3,,-1,70,70,42,14.385,162.804
US,DCA,LGA,2166,N716UW,1/16/2004,5,16,2015,2,3,0,214,delayed,715,958,834,848,14,,5,139,139,97,14.37,162.79
US,DCA,LGA,2168,N723UW,1/16/2004,5,16,2015,2,3,0,214,ontime,716,1059,1011,945,-26,,-3,175,175,138,14.3527,162.6185
US,DCA,LGA,2170,N745UW,1/16/2004,5,16,2015,2,3,0,214,ontime,716,1151,825,812,-13,,-8,69,69,46,14.3594,162.5036
US,DCA,LGA,2172,N748UW,1/16/2004,5,16,2015,2,3,0,214,delayed,717,1258,1000,1012,12,,11,163,163,143,14.32,162.5
US,DCA,LGA,2174,N716UW,1/16/2004,5,16,2015,2,3,0,214,ontime,717,1356,1018,1010,-8,,-4,301,301,277,14.3234,162.655
US,DCA,LGA,2176,N723UW,1/16/2004,5,16,2015,2,3,0,214,ontime,717,1457,813,803,-10,,-8,56,56,38,14.34,162.69
US,DCA,LGA,2178,N745UW,1/16/2004,5,16,2015,2,3,0,214,ontime,718,1558,901,901,0,,-3,103,103,71,14.33,162.53
US,DCA,LGA,2180,N748UW,1/16/2004,5,16,2015,2,3,0,214,ontime,718,1658,1037,1010,-27,,-1,199,199,150,14.34,162.6266
US,DCA,LGA,2182,N716UW,1/16/2004,5,16,2015,2,4,0,214,delayed,719,1758,843,850,13,,8,84,84,382,14.31,162.5
US,DCA,LGA,2184,N723UW,1/16/2004,5,16,2015,2,4,0,214,ontime,719,1900,809,809,0,,-6,50,50,41,14.289,162.46
US,DCA,LGA,2186,N745UW,1/16/2004,5,16,2015,2,4,0,214,delayed,719,2000,936,952,16,,16,197,197,169,14.27,162.43
US,DCA,LGA,2188,N748UW,1/16/2004,5,16,2015,2,4,0,214,delayed,719,2057,807,927,80,,82,48,48,20,14.2543,162.32
RU,BWI,EWR,3372,N15973,1/16/2004,5,16,2015,2,4,0,169,ontime,720,1849,1116,1055,-21,,-1,176,176,139,14.23,162.26
RU,BWI,EWR,2303,N13913,1/16/2004,5,16,2015,2,4,0,169,ontime,720,1053,1337,1324,-13,,-6,257,257,225,14.2,162.15
RU,BWI,EWR,2403,N13914,1/16/2004,5,16,2015,2,4,0,169,delayed,720,1600,950,950,0,,0,270,270,242,14.18,162.1744
RU,BWI,EWR,2703,N13553,1/16/2004,5,16,2015,2,4,0,169,ontime,720,654,1310,1251,-19,,-5,230,230,202,14.17,162.35
CO,DCA,EWR,808,N14645,1/16/2004,5,16,2015,2,4,0,199,delayed,720,1423,1025,1025,0,,0,245,245,228,14.2031,162.35
CO,DCA,EWR,814,N12319,1/16/2004,5,16,2015,2,4,0,199,ontime,720,1912,1100,1048,-12,,-4,160,160,131,14.25,162.38
CO,DCA,EWR,806,N16648,1/16/2004,5,16,2015,2,4,0,199,ontime,720,729,1015,1009,-6,,-4,115,115,92,14.205,162.2202
DH,IAD,EWR,7299,N694BR,1/16/2004,5,16,2015,2,4,0,213,delayed,720,834,1040,1015,-25,,0,200,200,161,14.18,162.15
DH,IAD,EWR,7302,N625BR,1/16/2004,5,16,2015,2,4,0,213,delayed,720,1711,1040,1037,-3,,1,200,200,184,14.15,162.05
DH,IAD,EWR,7303,N625BR,1/16/2004,5,16,2015,2,4,0,213,delayed,720,1249,850,857,7,,14,90,90,68,14.1,161.78
DH,IAD,EWR,7304,N695BR,1/16/2004,5,16,2015,2,4,0,213,ontime,720,2120,925,910,-15,,-3,125,125,100,14.125,161.852
DH,IAD,EWR,7305,N312UE,1/16/2004,5,16,2015,2,4,0,213,delayed,720,700,934,907,-27,,0,254,254,205,14.1499,161.95
RU,IAD,EWR,2156,N26141,1/16/2004,5,16,2015,2,4,0,213,ontime,720,1602,1012,1000,-12,,-4,292,292,264,14.15,162.19
RU,DCA,EWR,2761,N13997,1/16/2004,5,16,2015,2,4,0,199,ontime,720,643,1600,1546,-14,,-6,340,340,307,14.18,162.268
RU,DCA,EWR,2261,N14950,1/16/2004,5,16,2015,2,4,0,199,delayed,720,1622,1125,1142,17,,39,185,185,144,14.1837,162.29
RU,DCA,EWR,2216,N13997,1/16/2004,5,16,2015,2,4,0,199,ontime,720,1549,830,812,-18,,-5,70,70,38,14.18,162.19
RU,DCA,EWR,2181,N16951,1/16/2004,5,16,2015,2,4,0,199,ontime,720,1753,1006,1007,1,,-6,166,166,136,14.1801,162.125
RU,IAD,EWR,2692,N16511,1/16/2004,5,16,2015,2,5,0,213,delayed,720,1421,1004,1002,-2,,9,164,164,131,14.19,162.3
RU,DCA,EWR,2582,N15572,1/16/2004,5,16,2015,2,5,0,199,ontime,720,859,1016,1025,9,,-4,176,176,154,14.1999,162.35
RU,IAD,EWR,2385,N16510,1/16/2004,5,16,2015,2,5,0,213,delayed,720,2045,825,822,-3,,9,65,65,34,14.19,162.33
RU,IAD,EWR,2855,N14972,1/16/2004,5,16,2015,2,5,0,213,delayed,720,657,1040,1040,0,,0,260,260,238,14.19,162.402
RU,DCA,EWR,2879,N15910,1/16/2004,5,16,2015,2,5,0,199,ontime,720,2050,1220,1206,-14,,-3,180,180,148,14.2178,162.47
RU,IAD,EWR,2497,N26549,1/16/2004,5,16,2015,2,5,0,213,delayed,720,1827,905,854,-11,,10,165,165,129,14.19,162.28
OH,BWI,JFK,5935,N435CA,1/17/2004,6,17,2015,2,5,0,184,delayed,720,1455,929,955,26,,8,129,129,99,14.18,162.31
DH,DCA,JFK,6155,N409FJ,1/17/2004,6,17,2015,2,5,0,213,ontime,720,1637,1133,1115,-18,,-8,373,373,342,14.16,162.23
DH,IAD,LGA,7208,N627BR,1/17/2004,6,17,2015,2,5,0,229,delayed,720,1244,1049,1118,29,,19,329,329,322,14.17,162.25
DH,IAD,LGA,7215,N675BR,1/17/2004,6,17,2015,2,5,0,229,ontime,720,1714,1042,1019,-23,,-5,202,202,165,14.19,162.28
DH,IAD,LGA,7684,N686BR,1/17/2004,6,17,2015,2,5,0,229,ontime,720,2230,1012,947,-25,,-3,172,172,132,14.19,162.38
DH,IAD,JFK,7800,N694BR,1/17/2004,6,17,2015,2,5,0,228,ontime,720,853,1031,1007,-24,,-3,131,131,88,14.21,162.47
DH,IAD,JFK,7806,N660BR,1/17/2004,6,17,2015,2,5,0,228,ontime,720,1236,940,934,-6,,-1,260,260,218,14.215,162.5871
DH,IAD,JFK,7810,N311UE,1/17/2004,6,17,2015,2,6,0,228,ontime,720,1641,941,915,-26,,-1,141,141,105,14.2235,162.56
DH,IAD,JFK,7812,N313UE,1/17/2004,6,17,2015,2,6,0,228,ontime,720,1720,1013,949,-24,,-6,113,113,80,14.19,162.43
DH,IAD,JFK,7814,N706BR,1/17/2004,6,17,2015,2,6,0,228,ontime,720,2136,1017,954,-23,,-7,117,117,85,14.185,162.37
DH,IAD,JFK,7818,N324UE,1/17/2004,6,17,2015,2,6,0,228,delayed,720,1808,840,828,-12,,8,140,140,104,14.1934,162.58
DL,DCA,JFK,746,N909DL,1/17/2004,6,17,2015,2,6,0,213,ontime,720,1509,1107,1037,-30,,-10,167,167,128,14.18,162.4568
DL,DCA,LGA,1742,N232DZ,1/17/2004,6,17,2015,2,6,0,214,ontime,720,727,1054,1041,-13,,-2,154,154,117,14.17,162.24
DL,DCA,LGA,1744,N221DL,1/17/2004,6,17,2015,2,6,0,214,delayed,720,828,828,850,16,,3,68,68,382,13.42,162.3
DL,DCA,LGA,1748,N223DZ,1/17/2004,6,17,2015,2,6,0,214,delayed,720,1028,835,815,-15,,3,75,75,382,13.354,162.18
DL,DCA,LGA,1756,N223DZ,1/17/2004,6,17,2015,2,6,0,214,ontime,720,1430,920,855,-25,,-9,120,120,77,13.2616,162.3
DL,DCA,LGA,1760,N232DZ,1/17/2004,6,17,2015,2,6,0,214,ontime,720,1708,1015,1010,-5,,-9,175,175,151,13.2146,162.235
DL,DCA,LGA,1764,N223DZ,1/17/2004,6,17,2015,2,6,0,214,delayed,720,1829,1028,1029,1,,3,128,128,382,13.21,162.3
DL,DCA,LGA,1768,N224DA,1/17/2004,6,17,2015,2,7,0,214,delayed,720,2026,1030,1034,4,,12,130,130,103,13.295,162.21
MQ,DCA,JFK,4752,N716MQ,1/17/2004,6,17,2015,2,7,0,213,ontime,720,1529,840,856,16,,-1,140,140,120,13.26,162.17
MQ,DCA,JFK,4760,N729MQ,1/17/2004,6,17,2015,2,7,0,213,delayed,721,554,806,827,21,,26,45,45,23,13.2047,162.205
MQ,DCA,JFK,4784,N721MQ,1/17/2004,6,17,2015,2,7,0,213,ontime,721,1827,810,802,-8,,-7,109,109,83,13.1602,162.175
MQ,DCA,LGA,4956,N805MQ,1/17/2004,6,17,2015,2,7,0,214,ontime,721,855,915,900,-15,,-8,114,114,82,13.13,162.34
MQ,DCA,LGA,4964,N727MQ,1/17/2004,6,17,2015,2,7,0,214,ontime,721,1247,811,805,-6,,-9,50,50,35,13.22,162.59
UA,IAD,LGA,846,N507UA,1/17/2004,6,17,2015,2,7,0,229,ontime,723,849,1019,1006,-13,,-7,116,116,90,13.26,162.66
US,DCA,LGA,2160,N736UW,1/17/2004,6,17,2015,2,7,0,214,ontime,723,654,830,838,8,,-4,67,67,40,13.2774,163.04
US,DCA,LGA,2164,N748UW,1/17/2004,6,17,2015,2,7,0,214,delayed,724,859,1016,1020,4,,12,232,232,197,13.32,162.8695
US,DCA,LGA,2168,N736UW,1/17/2004,6,17,2015,2,7,0,214,delayed,725,1100,1435,1422,-13,,3,310,310,270,13.32,162.96
US,DCA,LGA,2172,N748UW,1/17/2004,6,17,2015,2,7,0,214,ontime,725,1259,908,859,-9,,-1,103,103,62,13.18,162.86
US,DCA,LGA,2176,N736UW,1/17/2004,6,17,2015,2,7,0,214,delayed,725,1456,1333,1338,5,,40,248,248,196,13.205,162.83
US,DCA,LGA,2180,N748UW,1/17/2004,6,17,2015,2,8,0,214,delayed,725,1658,1119,1116,-3,,13,174,174,136,13.12,162.55
US,DCA,LGA,2184,N736UW,1/17/2004,6,17,2015,2,8,0,214,ontime,725,1854,1024,1013,-11,,-4,119,119,77,12.99,162.31
RU,BWI,EWR,3372,N15926,1/17/2004,6,17,2015,2,8,0,169,delayed,725,1717,1005,1001,-4,,5,280,280,256,13.028,162.61
RU,BWI,EWR,2229,N14933,1/17/2004,6,17,2015,2,8,0,169,ontime,725,1445,1210,1155,-15,,-7,165,165,131,13.0289,162.39
RU,BWI,EWR,2303,N14942,1/17/2004,6,17,2015,2,8,0,169,ontime,725,1028,920,909,-11,,-3,115,115,90,13.065,162.54
RU,BWI,EWR,2703,N14991,1/17/2004,6,17,2015,2,8,0,169,ontime,725,658,845,839,-6,,-4,140,140,124,13.0158,162.52
CO,DCA,EWR,808,N37615,1/17/2004,6,17,2015,2,8,0,199,delayed,725,1258,1015,959,-16,,0,170,170,138,13.0592,162.7025
DH,IAD,EWR,7299,N696BR,1/17/2004,6,17,2015,2,8,0,213,ontime,725,835,930,922,-8,,-1,125,125,99,13.1162,162.92
DH,IAD,EWR,7302,N652BR,1/17/2004,6,17,2015,2,8,0,213,ontime,725,1700,940,928,-12,,-4,135,135,110,13.12,163.07
DH,IAD,EWR,7303,N652BR,1/17/2004,6,17,2015,2,8,0,213,delayed,725,1240,1034,1005,-29,,2,189,189,145,13.1135,163.09
DH,IAD,EWR,7304,N652BR,1/17/2004,6,17,2015,2,8,0,213,delayed,725,2119,959,955,-4,,0,274,274,252,13.147,163.07
RU,IAD,EWR,2855,N29906,1/17/2004,6,17,2015,2,8,0,213,ontime,725,658,1002,1014,12,,-5,277,277,259,13.07,163.05
RU,DCA,EWR,2361,N16987,1/17/2004,6,17,2015,2,8,0,199,delayed,725,1601,1340,1338,-2,,0,255,255,226,13.06,163.17
RU,DCA,EWR,2097,N14562,1/17/2004,6,17,2015,2,8,0,199,delayed,725,1727,1015,1032,17,,14,110,110,74,13.075,163.25
RU,DCA,EWR,2216,N14950,1/17/2004,6,17,2015,2,8,0,199,delayed,725,1351,1210,1232,22,,11,165,165,145,13.016,163.05
RU,IAD,EWR,2156,N24103,1/17/2004,6,17,2015,2,8,0,213,ontime,725,1457,955,948,-7,,-8,330,330,304,13.025,162.98
RU,DCA,EWR,2582,N26549,1/17/2004,6,17,2015,2,8,0,199,delayed,725,924,835,835,0,,2,70,70,48,12.995,163
RU,IAD,EWR,2497,N21144,1/17/2004,6,17,2015,2,8,0,213,ontime,725,1655,940,950,10,,-1,135,135,113,12.9499,162.87
RU,DCA,EWR,2761,N21537,1/17/2004,6,17,2015,2,8,0,199,ontime,725,641,929,904,-25,,-1,124,124,82,12.977,163.0599
OH,BWI,JFK,5935,N712CA,1/18/2004,7,18,2015,2,8,0,184,ontime,725,1455,946,1000,14,,-2,141,141,116,12.9601,163.1
DH,DCA,JFK,6155,N404FJ,1/18/2004,7,18,2015,2,8,0,213,delayed,725,1659,1111,1117,6,,0,166,166,144,12.98,163.2053
DH,IAD,LGA,7208,N675BR,1/18/2004,7,18,2015,2,8,0,229,delayed,725,1302,1047,1034,-13,,6,202,202,154,12.96,163.32
DH,IAD,LGA,7211,N661BR,1/18/2004,7,18,2015,2,8,0,229,delayed,725,1526,1016,1025,9,,5,231,231,209,12.92,163.27
DH,IAD,LGA,7215,N647BR,1/18/2004,7,18,2015,2,8,0,229,ontime,725,1802,1026,1002,-24,,-3,121,121,83,12.915,163.42
DH,IAD,LGA,7684,N632BR,1/18/2004,7,18,2015,2,9,0,229,ontime,725,2110,940,939,-1,,-2,135,135,105,12.939,163.3
DH,IAD,JFK,7800,N686BR,1/18/2004,7,18,2015,2,9,0,228,delayed,725,833,1055,1157,62,,29,150,150,141,12.9148,163.29
DH,IAD,JFK,7806,N663BR,1/18/2004,7,18,2015,2,9,0,228,delayed,725,1249,845,900,23,,3,80,80,382,12.831,163.265
DH,IAD,JFK,7808,N308UE,1/18/2004,7,18,2015,2,9,0,228,ontime,725,1539,915,902,-13,,-1,110,110,81,12.839,163.18
DH,IAD,JFK,7810,N315UE,1/18/2004,7,18,2015,2,9,0,228,ontime,725,1646,955,946,-9,,-2,150,150,126,12.8626,163.1897
DH,IAD,JFK,7812,N333UE,1/18/2004,7,18,2015,2,9,0,228,ontime,725,1709,840,813,-27,,-4,75,75,30,12.88,163.035
DH,IAD,JFK,7814,N678BR,1/18/2004,7,18,2015,2,9,0,228,delayed,725,2111,850,870,26,,3,85,85,382,12.96,162.97
DH,IAD,JFK,7816,N332UE,1/18/2004,7,18,2015,2,9,0,228,ontime,725,1706,838,820,-18,,-7,73,73,48,12.985,162.76
DL,DCA,JFK,746,N928DL,1/18/2004,7,18,2015,2,9,0,213,delayed,725,1555,930,926,-4,,4,185,185,156,12.93,162.59
DL,DCA,LGA,1744,N223DZ,1/18/2004,7,18,2015,2,9,0,214,ontime,725,830,1002,950,-12,,-6,277,277,247,12.934,162.61
DL,DCA,LGA,1748,N242DL,1/18/2004,7,18,2015,2,9,0,214,delayed,725,1029,830,853,23,,15,125,125,80,12.955,162.52
DL,DCA,LGA,1752,N223DZ,1/18/2004,7,18,2015,2,9,0,214,ontime,725,1230,812,828,16,,-2,47,47,31,13.005,162.76
DL,DCA,LGA,1756,N242DL,1/18/2004,7,18,2015,2,9,0,214,ontime,725,1430,1121,1117,-4,,-5,176,176,154,12.985,162.81
DL,DCA,LGA,1760,N223DZ,1/18/2004,7,18,2015,2,9,0,214,ontime,725,1632,925,940,15,,-12,120,120,87,12.985,162.75
DL,DCA,LGA,1764,N242DL,1/18/2004,7,18,2015,2,9,0,214,delayed,726,1843,953,943,-10,,0,147,147,121,12.99,162.73
DL,DCA,LGA,1768,N223DZ,1/18/2004,7,18,2015,2,9,0,214,delayed,726,2029,803,814,11,,6,37,37,24,12.97,162.69
MQ,DCA,JFK,4752,N712MQ,1/18/2004,7,18,2015,2,9,0,213,delayed,727,1549,1158,1130,-28,,2,211,211,160,12.9201,162.65
MQ,DCA,JFK,4760,N731MQ,1/18/2004,7,18,2015,2,9,0,213,delayed,727,552,1045,1033,-12,,0,138,138,105,12.945,162.65
MQ,DCA,JFK,4771,N719MQ,1/18/2004,7,18,2015,2,9,0,213,ontime,727,919,842,829,-13,,-7,75,75,52,12.98,162.7
MQ,DCA,JFK,4784,N737MQ,1/18/2004,7,18,2015,2,9,0,213,ontime,727,2023,920,912,-8,,-8,113,113,74,13,162.82
MQ,DCA,LGA,4964,N719MQ,1/18/2004,7,18,2015,2,9,0,214,ontime,728,1330,959,1004,5,,-5,151,151,135,13.01,163
MQ,DCA,LGA,4968,N703MQ,1/18/2004,7,18,2015,2,9,0,214,ontime,728,1540,900,827,-33,,-5,92,92,45,13.0474,162.9
MQ,DCA,LGA,4972,N725MQ,1/18/2004,7,18,2015,2,9,0,214,ontime,729,1818,923,908,-15,,-1,234,234,189,13.02,162.86
MQ,DCA,LGA,4976,N732MQ,1/18/2004,7,18,2015,2,9,0,214,delayed,729,2004,1032,1041,9,,11,243,243,221,12.995,162.7306
UA,IAD,LGA,846,N579UA,1/18/2004,7,18,2015,2,9,0,229,delayed,729,848,1004,1013,9,,12,335,335,300,12.99,162.78
US,DCA,LGA,2164,N744UW,1/18/2004,7,18,2015,2,9,0,214,ontime,729,858,1026,1028,2,,-4,177,177,140,12.9956,162.81
US,DCA,LGA,2166,N763UW,1/18/2004,7,18,2015,2,9,0,214,ontime,729,954,1034,1025,-9,,-7,185,185,158,13.0399,162.77
US,DCA,LGA,2168,N755UW,1/18/2004,7,18,2015,2,9,0,214,delayed,729,1102,1024,1031,7,,7,235,235,199,13.0501,162.76
US,DCA,LGA,2170,N736UW,1/18/2004,7,18,2015,2,9,0,214,ontime,730,1159,1012,1037,25,,-3,282,282,276,13.05,162.58
US,DCA,LGA,2172,N744UW,1/18/2004,7,18,2015,2,9,0,214,ontime,730,1257,905,858,-7,,-4,95,95,66,13.058,162.65
US,DCA,LGA,2174,N763UW,1/18/2004,7,18,2015,2,9,0,214,ontime,730,1356,1321,1302,-19,,-2,231,231,179,12.995,162.41
US,DCA,LGA,2178,N736UW,1/18/2004,7,18,2015,2,9,0,214,ontime,730,1555,1550,1512,-38,,-2,320,320,268,13.015,162.43
US,DCA,LGA,2182,N763UW,1/18/2004,7,18,2015,2,9,0,214,ontime,730,1757,835,821,-14,,-8,65,65,45,13.0508,162.4
US,DCA,LGA,2184,N755UW,1/18/2004,7,18,2015,2,9,0,214,delayed,730,1855,950,947,-3,,2,320,320,295,13.08,162.44
US,DCA,LGA,2186,N736UW,1/18/2004,7,18,2015,2,10,0,214,ontime,730,1957,920,917,-3,,-2,170,170,151,13.06,162.36
US,DCA,LGA,2188,N744UW,1/18/2004,7,18,2015,2,10,0,214,ontime,730,2055,905,847,-18,,-3,155,155,118,13.1,162.39
RU,BWI,EWR,2303,N17984,1/18/2004,7,18,2015,2,10,1,169,ontime,730,1057,852,840,-12,,-1,142,142,115,13.13,162.33
RU,BWI,EWR,2703,N15980,1/18/2004,7,18,2015,2,10,0,169,delayed,730,1314,1011,1012,1,,2,221,221,203,13.1599,162.315
RU,BWI,EWR,2403,N16501,1/18/2004,7,18,2015,2,10,0,169,ontime,730,1528,1010,950,-20,,-3,220,220,174,13.18,162.3
CO,DCA,EWR,1767,N14629,1/18/2004,7,18,2015,2,10,0,199,ontime,730,1258,1005,1004,-1,,-2,215,215,194,13.18,162.35
CO,DCA,EWR,810,N37615,1/18/2004,7,18,2015,2,10,0,199,ontime,730,1754,855,900,5,,-7,85,85,49,13.155,162.38
CO,DCA,EWR,816,N16650,1/18/2004,7,18,2015,2,10,0,199,delayed,730,1959,840,839,-1,,4,70,70,44,13.185,162.45
DH,IAD,EWR,7299,N650BR,1/18/2004,7,18,2015,2,10,0,213,ontime,730,834,1040,1036,-4,,-1,250,250,224,13.195,162.5
DH,IAD,EWR,7302,N626BR,1/18/2004,7,18,2015,2,10,0,213,ontime,730,1900,850,835,-15,,-5,80,80,46,13.17,162.43
DH,IAD,EWR,7303,N640BR,1/18/2004,7,18,2015,2,10,0,213,delayed,730,1246,900,933,33,,33,90,90,63,13.1799,162.34
DH,IAD,EWR,7304,N701BR,1/18/2004,7,18,2015,2,10,0,213,delayed,730,2117,1030,1018,-12,,1,180,180,147,13.16,162.38
RU,IAD,EWR,2156,N13124,1/18/2004,7,18,2015,2,10,0,213,ontime,730,1630,832,823,-9,,-6,62,62,36,13.2,162.46
RU,DCA,EWR,2216,N14558,1/18/2004,7,18,2015,2,10,0,199,delayed,730,1622,825,1155,210,,205,175,175,148,13.1667,162.49
RU,IAD,EWR,2254,N13929,1/18/2004,7,18,2015,2,10,0,213,ontime,730,841,1107,1042,-25,,-4,217,217,174,13.175,162.4774
RU,DCA,EWR,2582,N27962,1/18/2004,7,18,2015,2,10,0,199,delayed,730,925,1029,1051,22,,13,179,179,166,13.1596,162.44
OH,BWI,JFK,5935,N975CA,1/19/2004,1,19,2015,2,10,0,184,ontime,730,1455,1223,1209,-14,,-8,233,233,189,13.145,162.44
DH,DCA,JFK,6155,N415FJ,1/19/2004,1,19,2015,2,10,0,213,ontime,730,1636,1014,1008,-6,,-1,164,164,142,13.135,162.4
DH,IAD,LGA,7208,N647BR,1/19/2004,1,19,2015,2,10,0,229,ontime,730,1303,858,843,-15,,-3,88,88,52,13.16,162.4238
DH,IAD,LGA,7211,N671BR,1/19/2004,1,19,2015,2,10,0,229,ontime,730,1445,1036,1044,8,,-3,126,126,82,13.1845,162.5
DH,IAD,LGA,7215,N648BR,1/19/2004,1,19,2015,2,10,0,229,ontime,730,1709,1442,1423,-19,,-4,252,252,214,13.175,162.43
DH,IAD,LGA,7684,N627BR,1/19/2004,1,19,2015,2,10,0,229,ontime,730,10,943,920,-23,,-9,73,73,41,13.22,162.4639
DH,IAD,LGA,7790,N626BR,1/19/2004,1,19,2015,2,10,0,229,ontime,730,847,1425,1408,-17,,-2,235,235,193,13.2122,162.4001
DH,IAD,LGA,7792,N671BR,1/19/2004,1,19,2015,2,10,0,229,ontime,730,1035,1108,1036,-32,,-1,158,158,109,13.207,162.42
DH,IAD,JFK,7800,N632BR,1/19/2004,1,19,2015,2,10,0,228,ontime,730,833,926,918,-8,,-1,116,116,80,13.2101,162.39
DH,IAD,JFK,7806,N691BR,1/19/2004,1,19,2015,2,10,0,228,ontime,730,1237,902,842,-20,,-2,92,92,50,13.17,162.39
DH,IAD,JFK,7808,N333UE,1/19/2004,1,19,2015,2,10,0,228,ontime,730,1454,1108,1043,-25,,-3,158,158,116,13.18,162.54
DH,IAD,JFK,7810,N327UE,1/19/2004,1,19,2015,2,11,0,228,ontime,730,1641,1026,1004,-22,,-8,296,296,255,13.17,162.54
DH,IAD,JFK,7812,N331UE,1/19/2004,1,19,2015,2,11,0,228,ontime,730,1710,847,837,-10,,-1,77,77,46,13.1633,162.58
DH,IAD,JFK,7814,N625BR,1/19/2004,1,19,2015,2,11,0,228,ontime,730,2121,1319,1249,-30,,-6,229,229,167,13.1692,162.68
DH,IAD,JFK,7816,N328UE,1/19/2004,1,19,2015,2,11,0,228,ontime,730,1603,1049,1033,-16,,-4,199,199,171,13.16,162.69
DL,DCA,JFK,746,N910DL,1/19/2004,1,19,2015,2,11,0,213,ontime,730,1506,904,917,13,,-2,154,154,139,13.185,162.6472
DL,DCA,LGA,1742,N242DL,1/19/2004,1,19,2015,2,11,0,214,ontime,730,731,907,917,10,,-1,97,97,67,13.12,162.68
DL,DCA,LGA,1744,N223DZ,1/19/2004,1,19,2015,2,11,0,214,ontime,730,842,840,830,-10,,-7,70,70,41,13.14,162.68
DL,DCA,LGA,1748,N231DN,1/19/2004,1,19,2015,2,11,0,214,ontime,730,1029,850,845,-5,,-6,140,140,118,13.13,162.69
DL,DCA,LGA,1752,N223DZ,1/19/2004,1,19,2015,2,11,0,214,delayed,730,1231,1020,1121,61,,65,110,110,82,13.125,162.64
DL,DCA,LGA,1756,N231DN,1/19/2004,1,19,2015,2,11,0,214,delayed,730,1431,950,970,30,,8,200,200,382,13.125,162.68
DL,DCA,LGA,1758,N224DA,1/19/2004,1,19,2015,2,11,0,214,ontime,730,1530,813,759,-14,,-9,43,43,25,13.14,162.83
DL,DCA,LGA,1760,N223DZ,1/19/2004,1,19,2015,2,11,0,214,delayed,730,1630,905,880,-13,,4,95,95,382,13.16,163.015
DL,DCA,LGA,1764,N231DN,1/19/2004,1,19,2015,2,11,0,214,delayed,730,1829,920,955,35,,44,110,110,64,13.1392,162.922
DL,DCA,LGA,1766,N224DA,1/19/2004,1,19,2015,2,11,0,214,ontime,730,1930,945,945,0,,-3,135,135,106,13.135,162.83
DL,DCA,LGA,1768,N223DZ,1/19/2004,1,19,2015,2,12,0,214,ontime,730,2029,845,819,-26,,-8,75,75,32,13.116,162.9
MQ,DCA,JFK,4752,N718MQ,1/19/2004,1,19,2015,2,12,0,213,delayed,730,1536,853,833,-20,,8,83,83,382,13.12,162.91
MQ,DCA,JFK,4760,N736MQ,1/19/2004,1,19,2015,2,12,0,213,delayed,730,553,828,800,-18,,2,58,58,382,13.105,162.94
MQ,DCA,JFK,4784,N723MQ,1/19/2004,1,19,2015,2,12,0,213,delayed,730,1846,1023,1000,-11,,3,113,113,382,13.1299,162.95
MQ,DCA,LGA,4952,N739MQ,1/19/2004,1,19,2015,2,12,0,214,delayed,730,758,920,1027,67,,100,110,110,47,13.085,162.88
MQ,DCA,LGA,4954,N717MQ,1/19/2004,1,19,2015,2,12,0,214,delayed,730,822,942,942,0,,5,192,192,163,13.0642,162.951
