schedtime,carrier,deptime,dest,distance,date,flightnumber,origin,weather,dayweek,daymonth,tailnu,delay,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY
615,DL,1328,LGA,214,1/8/2004,1754,DCA,0,4,8,N224DA,ontime,-5,95,95,750,730,-20
615,DL,1430,LGA,214,1/8/2004,1756,DCA,0,4,8,N241DL,ontime,-2,71,71,726,717,-9
615,DL,1533,LGA,214,1/8/2004,1758,DCA,0,4,8,N225DL,ontime,-1,139,139,934,947,13
615,DL,1630,LGA,214,1/8/2004,1760,DCA,0,4,8,N242DL,ontime,-3,110,110,905,904,-1
615,DL,1731,LGA,214,1/8/2004,1762,DCA,0,4,8,N224DA,ontime,-4,53,53,708,719,11
615,DL,1833,LGA,214,1/8/2004,1764,DCA,0,4,8,N241DL,ontime,-1,52,52,707,702,-5
615,DL,1928,LGA,214,1/8/2004,1766,DCA,0,4,8,N225DL,ontime,-7,95,95,750,740,-10
615,DL,2027,LGA,214,1/8/2004,1768,DCA,0,4,8,N242DL,ontime,16,84,84,739,835,56
615,MQ,1524,JFK,213,1/8/2004,4752,DCA,0,4,8,N723MQ,ontime,-5,106,106,901,846,-15
615,MQ,552,JFK,213,1/8/2004,4760,DCA,0,4,8,N737MQ,ontime,-1,100,100,855,905,10
616,MQ,1844,JFK,213,1/8/2004,4784,DCA,0,4,8,N710MQ,ontime,2,89,89,745,726,-19
616,MQ,722,LGA,214,1/8/2004,4952,DCA,0,4,8,N708MQ,ontime,3,139,139,835,818,-17
617,MQ,759,LGA,214,1/8/2004,4954,DCA,0,4,8,N707MQ,ontime,-4,120,120,717,708,-9
618,MQ,856,LGA,214,1/8/2004,4956,DCA,0,4,8,N705MQ,ontime,-1,49,49,707,708,1
619,MQ,1050,LGA,214,1/8/2004,4960,DCA,0,4,8,N708MQ,ontime,12,158,158,857,908,11
619,MQ,1256,LGA,214,1/8/2004,4964,DCA,0,4,8,N732MQ,ontime,29,172,172,911,908,-3
620,MQ,1353,LGA,214,1/8/2004,4966,DCA,0,4,8,N736MQ,ontime,-6,171,171,811,806,-5
620,MQ,1457,LGA,214,1/8/2004,4968,DCA,0,4,8,N707MQ,ontime,5,119,119,819,823,4
620,MQ,1557,LGA,214,1/8/2004,4970,DCA,0,4,8,N721MQ,ontime,-7,236,236,1216,1148,-28
620,MQ,1852,LGA,214,1/8/2004,4976,DCA,0,4,8,N732MQ,ontime,3,170,170,910,901,-9
620,UA,848,LGA,229,1/8/2004,846,IAD,0,4,8,N518UA,ontime,-2,170,170,1110,1108,-2
620,US,627,LGA,214,1/8/2004,1479,DCA,0,4,8,N767UW,ontime,11,190,190,930,926,-4
620,US,658,LGA,214,1/8/2004,2160,DCA,0,4,8,N727UW,ontime,0,295,295,1415,1352,-23
620,US,756,LGA,214,1/8/2004,2162,DCA,0,4,8,N725UW,ontime,-3,250,250,1230,1201,-29
620,US,856,LGA,214,1/8/2004,2164,DCA,0,4,8,N744UW,ontime,-5,120,120,920,910,-10
620,US,958,LGA,214,1/8/2004,2166,DCA,0,4,8,N719UW,ontime,-2,145,145,945,936,-9
620,US,1057,LGA,214,1/8/2004,2168,DCA,0,4,8,N727UW,ontime,-5,320,320,1440,1358,-42
620,US,1157,LGA,214,1/8/2004,2170,DCA,0,4,8,N725UW,ontime,-6,113,113,913,904,-9
620,US,1259,LGA,214,1/8/2004,2172,DCA,0,4,8,N744UW,ontime,639,215,215,1155,,
620,US,1408,LGA,214,1/8/2004,2174,DCA,0,4,8,N719UW,ontime,-6,205,205,1045,1040,-5
620,US,1457,LGA,214,1/8/2004,2176,DCA,0,4,8,N727UW,ontime,-8,185,185,1125,1101,-24
620,US,1557,LGA,214,1/8/2004,2178,DCA,0,4,8,N725UW,ontime,-1,180,180,1120,1119,-1
620,US,1733,LGA,214,1/8/2004,2180,DCA,0,4,8,N770UW,delayed,-7,160,160,900,850,-10
620,US,1758,LGA,214,1/8/2004,2182,DCA,0,4,8,N719UW,ontime,-8,130,130,830,840,10
620,US,1916,LGA,214,1/8/2004,2184,DCA,0,4,8,N725UW,delayed,3,151,151,851,841,-10
620,US,2031,LGA,214,1/8/2004,2186,DCA,0,4,8,N738UW,delayed,-7,91,91,751,742,-9
620,US,2059,LGA,214,1/8/2004,2188,DCA,0,4,8,N770UW,ontime,-1,165,165,805,811,6
620,RU,1739,EWR,169,1/8/2004,3372,BWI,0,4,8,N13538,ontime,1,161,161,801,825,24
620,RU,1456,EWR,169,1/8/2004,2403,BWI,0,4,8,N13935,ontime,0,88,88,848,834,-14
620,RU,1026,EWR,169,1/8/2004,2303,BWI,0,4,8,N14933,ontime,-11,165,165,805,750,-15
620,RU,655,EWR,169,1/8/2004,2703,BWI,0,4,8,N15973,ontime,35,185,185,825,,
620,CO,1728,EWR,199,1/8/2004,814,DCA,0,4,8,N29717,ontime,1108,120,120,820,,
620,CO,734,EWR,199,1/8/2004,806,DCA,0,4,8,N11612,ontime,-4,140,140,840,828,-12
620,CO,1255,EWR,199,1/8/2004,808,DCA,0,4,8,N18658,ontime,5,139,139,839,834,-5
620,CO,1854,EWR,199,1/8/2004,816,DCA,0,4,8,N14645,ontime,10,106,106,906,915,9
620,DH,838,EWR,213,1/8/2004,7299,IAD,0,4,8,N674BR,ontime,-3,117,117,817,810,-7
620,DH,1706,EWR,213,1/8/2004,7302,IAD,0,4,8,N652BR,ontime,0,118,118,818,821,3
621,DH,1241,EWR,213,1/8/2004,7303,IAD,0,4,8,N652BR,ontime,16,153,153,754,814,20
621,DH,2120,EWR,213,1/8/2004,7304,IAD,0,4,8,N695BR,ontime,-5,113,113,814,803,-11
622,DH,622,EWR,213,1/8/2004,7305,IAD,0,4,8,N332UE,ontime,-9,93,93,755,743,-12
622,DH,1421,EWR,213,1/8/2004,7307,IAD,0,4,8,N303UE,ontime,-2,108,108,910,922,12
622,RU,1452,EWR,213,1/8/2004,2156,IAD,0,4,8,N13132,ontime,4,110,110,712,710,-2
623,RU,1857,EWR,213,1/8/2004,2385,IAD,0,4,8,N24103,ontime,-3,152,152,855,840,-15
624,RU,1255,EWR,213,1/8/2004,2692,IAD,0,4,8,N25504,ontime,-1,239,239,923,920,-3
624,RU,1625,EWR,199,1/8/2004,2181,DCA,0,4,8,N10575,ontime,-3,86,86,750,719,-31
625,RU,654,EWR,199,1/8/2004,2761,DCA,0,4,8,N11565,delayed,-9,117,117,822,812,-10
625,RU,1354,EWR,199,1/8/2004,2216,DCA,0,4,8,N16546,ontime,-1,181,181,926,929,3
625,RU,707,EWR,213,1/8/2004,2855,IAD,0,4,8,N14952,ontime,0,175,175,1120,1101,-19
625,RU,1700,EWR,213,1/8/2004,2497,IAD,0,4,8,N12564,ontime,0,240,240,925,936,11
625,RU,857,EWR,199,1/8/2004,2582,DCA,0,4,8,N36915,ontime,-1,299,299,1424,1407,-17
625,RU,2051,EWR,199,1/8/2004,2879,DCA,0,4,8,N16954,ontime,-3,210,210,855,912,17
625,RU,1527,EWR,199,1/8/2004,2261,DCA,0,4,8,N16963,ontime,902,175,175,1120,,
625,OH,1455,JFK,184,1/9/2004,5935,BWI,0,5,9,N812CA,ontime,-5,175,175,820,827,7
625,DH,1634,JFK,213,1/9/2004,6155,DCA,0,5,9,N415FJ,ontime,164,235,235,920,1207,167
625,DH,1257,LGA,229,1/9/2004,7208,IAD,0,5,9,N650BR,ontime,-7,140,140,945,927,-18
625,DH,1608,LGA,229,1/9/2004,7211,IAD,0,5,9,N697BR,delayed,983,150,150,755,,
625,DH,2106,LGA,229,1/9/2004,7215,IAD,0,5,9,N658BR,delayed,-7,195,195,840,845,5
625,DH,2134,LGA,229,1/9/2004,7684,IAD,0,5,9,N699BR,ontime,-6,70,70,735,713,-22
625,DH,714,LGA,229,1/9/2004,7790,IAD,0,5,9,N647BR,delayed,-11,205,205,1050,1054,4
625,DH,1106,LGA,229,1/9/2004,7792,IAD,0,5,9,N647BR,ontime,-1,180,180,925,930,5
625,DH,836,JFK,228,1/9/2004,7800,IAD,0,5,9,N667BR,delayed,3,178,178,923,926,3
625,DH,1235,JFK,228,1/9/2004,7806,IAD,0,5,9,N316UE,ontime,-4,120,120,825,806,-19
625,DH,1454,JFK,228,1/9/2004,7808,IAD,0,5,9,N308UE,ontime,44,171,171,816,852,36
625,DH,1643,JFK,228,1/9/2004,7810,IAD,0,5,9,N311UE,ontime,-6,146,146,851,816,-35
625,DH,1710,JFK,228,1/9/2004,7812,IAD,0,5,9,N333UE,ontime,-6,68,68,733,722,-11
625,DH,2115,JFK,228,1/9/2004,7814,IAD,0,5,9,N675BR,ontime,-15,87,87,752,727,-25
625,DH,1617,JFK,228,1/9/2004,7816,IAD,0,5,9,N309UE,ontime,-7,132,132,937,931,-6
625,DL,1506,JFK,213,1/9/2004,746,DCA,0,5,9,N951DL,ontime,881,160,160,805,,
625,DL,629,LGA,214,1/9/2004,1740,DCA,0,5,9,N241DL,ontime,4,135,135,840,,
625,DL,730,LGA,214,1/9/2004,1742,DCA,0,5,9,N224DA,delayed,-6,129,129,734,738,4
625,DL,832,LGA,214,1/9/2004,1744,DCA,0,5,9,N242DL,ontime,-3,90,90,855,907,12
625,DL,930,LGA,214,1/9/2004,1746,DCA,0,5,9,N225DL,ontime,-8,101,101,906,855,-11
626,DL,1032,LGA,214,1/9/2004,1748,DCA,0,5,9,N241DL,ontime,-6,106,106,812,808,-4
626,DL,1131,LGA,214,1/9/2004,1750,DCA,0,5,9,N224DA,ontime,-6,53,53,719,710,-9
627,DL,1228,LGA,214,1/9/2004,1752,DCA,0,5,9,N222DZ,ontime,-4,87,87,654,644,-10
628,DL,1329,LGA,214,1/9/2004,1754,DCA,0,5,9,N225DL,ontime,-7,32,32,700,651,-9
628,DL,1432,LGA,214,1/9/2004,1756,DCA,0,5,9,N241DL,ontime,-1,52,52,720,721,1
629,DL,1530,LGA,214,1/9/2004,1758,DCA,0,5,9,N221DL,ontime,-1,241,241,1330,1311,-19
630,DL,1633,LGA,214,1/9/2004,1760,DCA,0,5,9,N222DZ,ontime,11,159,159,809,814,5
630,DL,1735,LGA,214,1/9/2004,1762,DCA,0,5,9,N225DL,ontime,-5,79,79,849,853,4
630,DL,1829,LGA,214,1/9/2004,1764,DCA,0,5,9,N241DL,ontime,0,341,341,1011,1033,22
630,DL,1931,LGA,214,1/9/2004,1766,DCA,0,5,9,N221DL,ontime,0,104,104,814,812,-2
630,DL,2030,LGA,214,1/9/2004,1768,DCA,0,5,9,N222DZ,ontime,28,61,61,731,751,20
630,MQ,1535,JFK,213,1/9/2004,4752,DCA,0,5,9,N708MQ,ontime,76,329,329,1459,1554,55
630,MQ,558,JFK,213,1/9/2004,4760,DCA,0,5,9,N801MQ,ontime,-11,73,73,743,737,-6
630,MQ,1851,JFK,213,1/9/2004,4784,DCA,0,5,9,N736MQ,delayed,4,240,240,1230,1221,-9
630,MQ,843,LGA,214,1/9/2004,4954,DCA,0,5,9,N731MQ,delayed,-1,190,190,840,843,3
630,MQ,851,LGA,214,1/9/2004,4956,DCA,0,5,9,N715MQ,ontime,2,338,338,1408,1353,-15
630,MQ,1141,LGA,214,1/9/2004,4960,DCA,0,5,9,N713MQ,delayed,-7,93,93,803,802,-1
630,MQ,1252,LGA,214,1/9/2004,4964,DCA,0,5,9,N715MQ,ontime,-2,348,348,1018,1023,5
630,MQ,1359,LGA,214,1/9/2004,4966,DCA,0,5,9,N739MQ,ontime,-7,83,83,853,900,7
630,MQ,1503,LGA,214,1/9/2004,4968,DCA,0,5,9,N712MQ,ontime,164,74,74,844,1120,156
630,MQ,1618,LGA,214,1/9/2004,4970,DCA,0,5,9,N732MQ,delayed,-6,125,125,835,824,-11
630,MQ,1658,LGA,214,1/9/2004,4972,DCA,0,5,9,N707MQ,ontime,-4,190,190,840,848,8
630,MQ,1916,LGA,214,1/9/2004,4976,DCA,0,5,9,N726MQ,delayed,-3,245,245,935,945,10
630,UA,904,LGA,229,1/9/2004,846,IAD,0,5,9,N520UA,delayed,-8,102,102,812,802,-10
630,US,629,LGA,214,1/9/2004,1479,DCA,0,5,9,N733UW,ontime,-3,180,180,930,921,-9
630,US,657,LGA,214,1/9/2004,2160,DCA,0,5,9,N724UW,ontime,-6,160,160,910,902,-8
630,US,756,LGA,214,1/9/2004,2162,DCA,0,5,9,N738UW,ontime,-3,377,377,947,951,4
630,US,958,LGA,214,1/9/2004,2166,DCA,0,5,9,N722UW,ontime,-1,181,181,931,901,-30
630,US,1057,LGA,214,1/9/2004,2168,DCA,0,5,9,N724UW,ontime,-2,195,195,945,928,-17
630,US,1155,LGA,214,1/9/2004,2170,DCA,0,5,9,N738UW,ontime,19,118,118,828,830,2
630,US,1259,LGA,214,1/9/2004,2172,DCA,0,5,9,N750UW,ontime,-2,325,325,1455,1435,-20
630,US,1357,LGA,214,1/9/2004,2174,DCA,0,5,9,N722UW,ontime,-4,158,158,1008,952,-16
630,US,1458,LGA,214,1/9/2004,2176,DCA,0,5,9,N724UW,ontime,-5,127,127,937,915,-22
630,US,1555,LGA,214,1/9/2004,2178,DCA,0,5,9,N738UW,ontime,2,175,175,1125,1118,-7
630,US,1657,LGA,214,1/9/2004,2180,DCA,0,5,9,N750UW,ontime,-2,135,135,845,814,-31
630,US,1757,LGA,214,1/9/2004,2182,DCA,0,5,9,N722UW,ontime,-6,168,168,1018,1015,-3
630,US,1902,LGA,214,1/9/2004,2184,DCA,0,5,9,N724UW,ontime,1,275,275,1405,1418,13
630,US,1956,LGA,214,1/9/2004,2186,DCA,0,5,9,N738UW,ontime,-1,167,167,917,839,-38
630,US,2052,LGA,214,1/9/2004,2188,DCA,0,5,9,N750UW,ontime,-1,88,88,758,743,-15
630,RU,1720,EWR,169,1/9/2004,3372,BWI,0,5,9,N16963,ontime,0,70,70,740,741,1
630,RU,1450,EWR,169,1/9/2004,2403,BWI,0,5,9,N15926,ontime,-1,57,57,727,720,-7
630,RU,1108,EWR,169,1/9/2004,2303,BWI,0,5,9,N13989,delayed,0,159,159,909,856,-13
630,RU,700,EWR,169,1/9/2004,2703,BWI,0,5,9,N12552,ontime,-7,87,87,757,752,-5
630,CO,1727,EWR,199,1/9/2004,814,DCA,0,5,9,N70353,ontime,80,245,245,835,944,69
630,CO,1858,EWR,199,1/9/2004,816,DCA,0,5,9,N46625,ontime,17,254,254,844,853,9
630,CO,1258,EWR,199,1/9/2004,808,DCA,0,5,9,N14664,ontime,4,110,110,920,937,17
630,CO,732,EWR,199,1/9/2004,806,DCA,0,5,9,N19621,ontime,-2,140,140,850,844,-6
630,DH,840,EWR,213,1/9/2004,7299,IAD,0,5,9,N698BR,ontime,210,115,115,825,,
630,DH,1707,EWR,213,1/9/2004,7302,IAD,0,5,9,N652BR,ontime,1077,135,135,845,,
630,DH,1242,EWR,213,1/9/2004,7303,IAD,0,5,9,N661BR,ontime,-10,55,55,725,709,-16
630,DH,2121,EWR,213,1/9/2004,7304,IAD,0,5,9,N646BR,ontime,-9,95,95,805,815,10
630,DH,629,EWR,213,1/9/2004,7305,IAD,0,5,9,N301UE,ontime,-7,86,86,756,803,7
630,DH,1423,EWR,213,1/9/2004,7307,IAD,0,5,9,N312UE,ontime,-6,130,130,740,731,-9
630,RU,1627,EWR,199,1/9/2004,2181,DCA,0,5,9,N18556,ontime,7,92,92,802,758,-4
630,RU,1526,EWR,199,1/9/2004,2261,DCA,0,5,9,N13955,ontime,0,240,240,830,842,12
630,RU,1357,EWR,199,1/9/2004,2216,DCA,0,5,9,N13989,ontime,0,93,93,903,902,-1
631,RU,700,EWR,213,1/9/2004,2855,IAD,0,5,9,N13550,delayed,-2,168,168,819,814,-5
632,RU,1256,EWR,213,1/9/2004,2692,IAD,0,5,9,N14505,ontime,-5,112,112,924,907,-17
632,RU,1855,EWR,213,1/9/2004,2385,IAD,0,5,9,N27152,ontime,-5,36,36,708,702,-6
633,RU,1457,EWR,213,1/9/2004,2156,IAD,0,5,9,N16151,ontime,-8,211,211,904,906,2
633,RU,850,EWR,199,1/9/2004,2582,DCA,0,5,9,N11565,ontime,-10,54,54,727,702,-25
635,RU,2058,EWR,199,1/9/2004,2879,DCA,0,5,9,N14907,ontime,-2,200,200,855,914,19
635,RU,1655,EWR,213,1/9/2004,2497,IAD,0,5,9,N12900,ontime,-8,301,301,1436,1413,-23
635,RU,645,EWR,199,1/9/2004,2761,DCA,0,5,9,N15985,ontime,-1,135,135,950,940,-10
635,OH,1455,JFK,184,1/10/2004,5935,BWI,0,6,10,N805CA,ontime,-3,235,235,1230,1224,-6
635,DH,1638,JFK,213,1/10/2004,6155,DCA,0,6,10,N424FJ,delayed,-7,71,71,846,833,-13
635,DH,1243,LGA,229,1/10/2004,7208,IAD,0,6,10,N627BR,ontime,13,170,170,825,833,8
635,DH,1710,LGA,229,1/10/2004,7215,IAD,0,6,10,N688BR,ontime,1075,100,100,815,,
635,DH,2130,LGA,229,1/10/2004,7684,IAD,0,6,10,N692BR,ontime,-8,200,200,855,828,-27
635,DH,918,JFK,228,1/10/2004,7800,IAD,0,6,10,N682BR,delayed,-12,120,120,935,926,-9
635,DH,1303,JFK,228,1/10/2004,7806,IAD,0,6,10,N313UE,delayed,-6,163,163,918,910,-8
635,DH,1642,JFK,228,1/10/2004,7810,IAD,0,6,10,N315UE,ontime,-7,139,139,854,842,-12
635,DH,1708,JFK,228,1/10/2004,7812,IAD,0,6,10,N321UE,ontime,-10,121,121,936,926,-10
635,DH,2126,JFK,228,1/10/2004,7814,IAD,0,6,10,N642BR,ontime,-6,190,190,945,953,8
635,DH,1800,JFK,228,1/10/2004,7818,IAD,0,6,10,N307UE,ontime,-11,176,176,931,905,-26
635,DL,1505,JFK,213,1/10/2004,746,DCA,0,6,10,N906DE,delayed,21,350,350,925,1010,45
635,DL,729,LGA,214,1/10/2004,1742,DCA,0,6,10,N225DL,ontime,-3,95,95,810,753,-17
635,DL,832,LGA,214,1/10/2004,1744,DCA,0,6,10,N241DL,ontime,-2,129,129,844,803,-41
635,DL,1028,LGA,214,1/10/2004,1748,DCA,0,6,10,N221DL,ontime,-3,224,224,1219,1209,-10
635,DL,1230,LGA,214,1/10/2004,1752,DCA,0,6,10,N241DL,ontime,-7,139,139,854,834,-20
635,DL,1429,LGA,214,1/10/2004,1756,DCA,0,6,10,N221DL,ontime,794,135,135,850,,
635,DL,1624,LGA,214,1/10/2004,1760,DCA,0,6,10,N241DL,ontime,-9,79,79,754,753,-1
635,DL,1828,LGA,214,1/10/2004,1764,DCA,0,6,10,N221DL,ontime,0,134,134,849,836,-13
638,DL,2031,LGA,214,1/10/2004,1768,DCA,0,6,10,N241DL,ontime,-6,172,172,930,915,-15
639,MQ,1529,JFK,213,1/10/2004,4752,DCA,0,6,10,N841MQ,ontime,-5,231,231,1230,1228,-2
640,MQ,557,JFK,213,1/10/2004,4760,DCA,0,6,10,N718MQ,delayed,-3,84,84,804,747,-17
640,MQ,1826,JFK,213,1/10/2004,4784,DCA,0,6,10,N709MQ,ontime,-3,96,96,816,808,-8
640,MQ,855,LGA,214,1/10/2004,4956,DCA,0,6,10,N717MQ,ontime,-3,94,94,814,812,-2
640,MQ,1309,LGA,214,1/10/2004,4964,DCA,0,6,10,N715MQ,ontime,8,121,121,841,832,-9
640,UA,850,LGA,229,1/10/2004,846,IAD,0,6,10,N565UA,ontime,-3,130,130,950,931,-19
640,US,655,LGA,214,1/10/2004,2160,DCA,0,6,10,N722UW,ontime,-4,150,150,910,854,-16
640,US,857,LGA,214,1/10/2004,2164,DCA,0,6,10,N750UW,ontime,-1,330,330,910,855,-15
640,US,1056,LGA,214,1/10/2004,2168,DCA,0,6,10,N722UW,ontime,-5,245,245,845,833,-12
640,US,1256,LGA,214,1/10/2004,2172,DCA,0,6,10,N750UW,ontime,-7,195,195,1055,1039,-16
640,US,1458,LGA,214,1/10/2004,2176,DCA,0,6,10,N722UW,ontime,0,85,85,805,800,-5
640,US,1656,LGA,214,1/10/2004,2180,DCA,0,6,10,N750UW,ontime,-1,289,289,1429,1352,-37
640,US,1854,LGA,214,1/10/2004,2184,DCA,0,6,10,N722UW,ontime,3,125,125,945,947,2
640,RU,1723,EWR,169,1/10/2004,3372,BWI,0,6,10,N13553,ontime,-7,140,140,900,857,-3
640,RU,1450,EWR,169,1/10/2004,2229,BWI,0,6,10,N14943,ontime,810,70,70,750,,
640,RU,657,EWR,169,1/10/2004,2703,BWI,0,6,10,N10575,ontime,-4,220,220,920,913,-7
640,RU,1030,EWR,169,1/10/2004,2303,BWI,0,6,10,N13936,ontime,-8,37,37,717,731,14
640,CO,1254,EWR,199,1/10/2004,808,DCA,0,6,10,N14660,ontime,3,144,144,904,859,-5
640,DH,906,EWR,213,1/10/2004,7299,IAD,0,6,10,N705BR,ontime,-4,152,152,912,856,-16
640,DH,1703,EWR,213,1/10/2004,7302,IAD,0,6,10,N658BR,ontime,-1,150,150,910,903,-7
640,DH,1255,EWR,213,1/10/2004,7303,IAD,0,6,10,N658BR,ontime,-7,222,222,1222,1232,10
640,DH,2114,EWR,213,1/10/2004,7304,IAD,0,6,10,N625BR,ontime,67,123,123,743,833,50
640,RU,1655,EWR,213,1/10/2004,2497,IAD,0,6,10,N16149,ontime,-6,206,206,1006,1026,20
640,RU,658,EWR,213,1/10/2004,2855,IAD,0,6,10,N26545,ontime,0,108,108,828,820,-8
640,RU,1555,EWR,199,1/10/2004,2361,DCA,0,6,10,N17560,ontime,-6,154,154,914,903,-11
640,RU,1456,EWR,213,1/10/2004,2156,IAD,0,6,10,N11113,ontime,-2,153,153,913,906,-7
640,RU,645,EWR,199,1/10/2004,2761,DCA,0,6,10,N14943,ontime,-4,228,228,1228,1223,-5
640,RU,1719,EWR,199,1/10/2004,2097,DCA,0,6,10,N13903,ontime,-2,80,80,800,749,-11
640,RU,1355,EWR,199,1/10/2004,2216,DCA,0,6,10,N13553,ontime,16,65,65,745,759,14
640,RU,925,EWR,199,1/10/2004,2582,DCA,0,6,10,N27152,ontime,-1,85,85,805,813,8
640,OH,1455,JFK,184,1/11/2004,5935,BWI,0,7,11,N966CA,ontime,3,80,80,800,750,-10
640,DH,1634,JFK,213,1/11/2004,6155,DCA,0,7,11,N415FJ,ontime,994,145,145,905,,
640,DH,1304,LGA,229,1/11/2004,7208,IAD,0,7,11,N684BR,ontime,664,85,85,905,,
640,DH,1500,LGA,229,1/11/2004,7211,IAD,0,7,11,N309UE,ontime,860,170,170,830,,
640,DH,1712,LGA,229,1/11/2004,7215,IAD,0,7,11,N706BR,ontime,-6,100,100,820,831,11
640,DH,2115,LGA,229,1/11/2004,7684,IAD,0,7,11,N677BR,ontime,-3,136,136,856,855,-1
640,DH,840,JFK,228,1/11/2004,7800,IAD,0,7,11,N692BR,ontime,108,186,186,946,1123,97
640,DH,1238,JFK,228,1/11/2004,7806,IAD,0,7,11,N321UE,ontime,-2,114,114,834,823,-11
640,DH,1533,JFK,228,1/11/2004,7808,IAD,0,7,11,N316UE,delayed,3,186,186,946,930,-16
640,DH,1637,JFK,228,1/11/2004,7810,IAD,0,7,11,N332UE,ontime,-2,130,130,850,847,-3
640,DH,1714,JFK,228,1/11/2004,7812,IAD,0,7,11,N329UE,ontime,3,57,57,737,754,17
640,DH,2155,JFK,228,1/11/2004,7814,IAD,0,7,11,N674BR,delayed,-6,165,165,825,805,-20
642,DH,1627,JFK,228,1/11/2004,7816,IAD,0,7,11,N330UE,ontime,0,107,107,829,813,-16
644,DL,1456,JFK,213,1/11/2004,746,DCA,0,7,11,N970DL,delayed,-8,197,197,1201,1139,-22
645,DL,829,LGA,214,1/11/2004,1744,DCA,0,7,11,N221DL,ontime,8,200,200,1205,1150,-15
645,DL,1028,LGA,214,1/11/2004,1748,DCA,0,7,11,N242DL,ontime,33,106,106,731,808,37
645,DL,1130,LGA,214,1/11/2004,1750,DCA,0,7,11,N241DL,ontime,-7,80,80,805,749,-16
645,DL,1231,LGA,214,1/11/2004,1752,DCA,0,7,11,N221DL,ontime,4,140,140,905,839,-26
645,DL,1327,LGA,214,1/11/2004,1754,DCA,0,7,11,N222DZ,ontime,3,75,75,800,758,-2
645,DL,1430,LGA,214,1/11/2004,1756,DCA,0,7,11,N242DL,ontime,0,205,205,1010,952,-18
645,DL,1529,LGA,214,1/11/2004,1758,DCA,0,7,11,N241DL,ontime,-1,195,195,1000,931,-29
645,DL,1628,LGA,214,1/11/2004,1760,DCA,0,7,11,N221DL,ontime,-3,185,185,1050,1025,-25
645,DL,1732,LGA,214,1/11/2004,1762,DCA,0,7,11,N222DZ,ontime,-4,125,125,950,952,2
645,DL,1842,LGA,214,1/11/2004,1764,DCA,0,7,11,N242DL,ontime,0,86,86,911,859,-12
645,DL,1928,LGA,214,1/11/2004,1766,DCA,0,7,11,N241DL,ontime,1283,95,95,820,,
645,DL,2032,LGA,214,1/11/2004,1768,DCA,0,7,11,N221DL,ontime,-4,255,255,1000,957,-3
645,MQ,1525,JFK,213,1/11/2004,4752,DCA,0,7,11,N801MQ,ontime,-4,210,210,1215,1157,-18
645,MQ,552,JFK,213,1/11/2004,4760,DCA,0,7,11,N710MQ,ontime,-4,140,140,1005,953,-12
645,MQ,915,JFK,213,1/11/2004,4771,DCA,0,7,11,N704MQ,ontime,29,225,225,1130,1146,16
645,MQ,2015,JFK,213,1/11/2004,4784,DCA,0,7,11,N704MQ,delayed,0,185,185,1150,1136,-14
645,MQ,1255,LGA,214,1/11/2004,4964,DCA,0,7,11,N709MQ,delayed,33,150,150,915,946,31
645,MQ,1456,LGA,214,1/11/2004,4968,DCA,0,7,11,N704MQ,ontime,-7,71,71,756,744,-12
645,MQ,1652,LGA,214,1/11/2004,4972,DCA,0,7,11,N737MQ,ontime,-3,145,145,910,858,-12
645,MQ,1900,LGA,214,1/11/2004,4976,DCA,0,7,11,N734MQ,ontime,-8,144,144,1009,1451,
645,UA,848,LGA,229,1/11/2004,846,IAD,0,7,11,N588UA,ontime,-3,154,154,819,756,-23
645,US,858,LGA,214,1/11/2004,2164,DCA,0,7,11,N763UW,ontime,-4,256,256,1401,1340,-21
645,US,957,LGA,214,1/11/2004,2166,DCA,0,7,11,N721UW,ontime,-6,114,114,839,820,-19
645,US,1057,LGA,214,1/11/2004,2168,DCA,0,7,11,N722UW,ontime,-3,225,225,1230,1222,-8
645,US,1202,LGA,214,1/11/2004,2170,DCA,0,7,11,N748UW,ontime,-1,128,128,853,901,8
645,US,1258,LGA,214,1/11/2004,2172,DCA,0,7,11,N763UW,ontime,-1,69,69,854,828,-26
645,US,1350,LGA,214,1/11/2004,2174,DCA,0,7,11,N721UW,ontime,-3,74,74,859,839,-20
645,US,1452,LGA,214,1/11/2004,2176,DCA,0,7,11,N722UW,ontime,807,195,195,900,,
645,US,1556,LGA,214,1/11/2004,2178,DCA,0,7,11,N748UW,ontime,-3,314,314,1459,1428,-31
645,US,1657,LGA,214,1/11/2004,2180,DCA,0,7,11,N763UW,ontime,-1,135,135,900,855,-5
645,US,1753,LGA,214,1/11/2004,2182,DCA,0,7,11,N721UW,ontime,1108,97,97,922,,
645,US,1856,LGA,214,1/11/2004,2184,DCA,0,7,11,N722UW,ontime,32,99,99,724,752,28
645,US,2002,LGA,214,1/11/2004,2186,DCA,0,7,11,N748UW,ontime,26,115,115,940,956,16
645,US,2054,LGA,214,1/11/2004,2188,DCA,0,7,11,N763UW,ontime,-3,109,109,934,942,8
645,RU,1736,EWR,169,1/11/2004,3372,BWI,0,7,11,N12540,ontime,-7,145,145,1010,1002,-8
645,RU,1029,EWR,169,1/11/2004,2303,BWI,0,7,11,N13990,ontime,384,95,95,820,,
645,RU,1310,EWR,169,1/11/2004,2703,BWI,0,7,11,N12946,ontime,-3,145,145,910,901,-9
